Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10989705,"Berkeley : University of California Press, 1985.",160 J65,15,,  -  -    ,520042522,Tractatus de signis : the semiotic of John Poinsot / interpretive arrangement by John N. Deely in consultation with Ralph Austin Powell.,X
i10989717,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",696.2 L232,23,1,  -  -    ,0136766021 : $19.95,Pipe fitting and piping handbook / Louis Gary Lamit ; illustrations by Patrick Joseph Scheetz.,X
i10989948,"Durham, NC : Carolina Academic Press and The Claremont Institute for the Study of Statesmanship and Political Philosophy, c1984.",323.443 C213,7,,  -  -    ,0890892695;0890892709 (pbk.),Freedom of expression : purpose as limit / Francis Canavan.,X
i10990045,"New York : McGraw-Hill, c1986.",621.38833 B622,10,,  -  -    ,007005472X (pbk.) : $9.95,Home video production : getting the most from your video equipment / John M. Bishop.,X
i10990124,"Atlanta, Ga. : Fairmont Press ; Englewood Cliffs, N.J. : Prentice-Hall, 1984.",621.042 T534,3,,  -  -    ,013338327X (Prentice-Hall ed.) : $29.95,Fundamentals of energy engineering / Albert Thumann.,X
i1099015x,"New York : Van Nostrand Reinhold, c1984.",690.11 B879,9,,  -  -    ,442213026,"Residential foundations : design, behavior, and repair / Robert Wade Brown.",
i10990215,"New York : Holt, Rinehart and Winston, c1982.",621.3 K18,12,,  -  -    ,30570387,Mathematical methods in continuous and discrete systems / by Shlomo Karni and William J. Byatt.,X
i10990288,"Englewood Cliffs, N.J. : Prentice-Hall, c1985.",001.6404 F919,4,,  -  -    ,0135395526 : $21.95,"Local area networks : selection guidelines / Information Systems & Networks Corporation ; James S. Fritz, Charles F. Kaldenbach, Louis M. Progar.",X
i10990471,"London : Published for the Broadcasting Research Unit by BFI Pub., 1984.",384.5547 H741,3,,  -  -    ,0851701485 (pbk.),Beyond broadcasting : into the cable age / Timothy Hollins.,X
i10991141,"Chartres, France : P. et E. Sourget, [1985?]",090 S724,12,,  -  -    ,,"Deux cents livres precieux, de 1467 a 1959 / [Patrick et Elisabeth Sourget].",ONLY PRATT
i10991360,"Boston, Mass. : G.K. Hall, c1986.",016.730945 W681,1,,  -  -    ,0816185506 (alk. paper),Fifteenth-Century central Italian sculpture : an annotated bibliography / Sarah Blake Wilk.,X
i1099144x,"New York : Garland Pub., 1986.",016.641 N553,2,,  -  -    ,082404326X (alk. paper),Melting pot : an annotated bibliography and guide to food and nutrition information for ethnic groups in America / Jacqueline M. Newman.,X
i10991621,1980,302.35 M624,4,,  -  -    ,,Organizational responses to perceived environmental uncertainty : a test of the dominance of uncertainty in the regulatory segment / by Joseph Frank Michlitsch.,ONLY PRATT
i1099192x,"Alexandria, Va. : Time-Life Books, c1980.",629.1309 N526,21,1,  -  -    ,0809432560;0809432552 (lib. bdg.),The pathfinders / by David Nevin and the editors of Time-Life Books.,X
i1099211x,"Pleasantville, N.Y. : Reader's Digest Association, c1981.",220.9 R286,21,,  -  -    ,895770970,"Reader's digest Atlas of the Bible : an illustrated guide to the Holy Land / [editor, Joseph L. Gardner ; principal adviser and editorial consultant, Harry Thomas Frank].",X
i10992315,"New York : R.R. Bowker, 1984.",686.22544 L127,1,,  -  -    ,0835218996 : $24.95 (est.),How to typeset from a word processor : an interfacing guide / Ronald Labuz.,X
i10992339,"New York : Dover Publications, 1984.",567.91 C684,13,,  -  -    ,0486247015 (pbk.) : $6.95,The great dinosaur hunters and their discoveries / by Edwin H. Colbert.,X
i10992376,"Rapid City, SD : College Survival, c1984.",378.17 E47,11,,  -  -    ,0942456033 (pbk.),"Becoming a master student : tools, techniques, hints, ideas, illustrations, instructions, examples, methods, procedures, processes, skills, resources, and suggestions for success / by David B. Ellis.",X
i10992388,"Rapid City, SD : College Survival, c1984.",378.17 E47,10,,  -  -    ,0942456033 (pbk.),"Becoming a master student : tools, techniques, hints, ideas, illustrations, instructions, examples, methods, procedures, processes, skills, resources, and suggestions for success / by David B. Ellis.",X
i1099239x,"Rapid City, SD : College Survival, c1984.",378.17 E47,1,,  -  -    ,0942456033 (pbk.),"Becoming a master student : tools, techniques, hints, ideas, illustrations, instructions, examples, methods, procedures, processes, skills, resources, and suggestions for success / by David B. Ellis.",X
i10992418,"Rapid City, SD : College Survival, c1984.",378.17 E47,7,,  -  -    ,0942456033 (pbk.),"Becoming a master student : tools, techniques, hints, ideas, illustrations, instructions, examples, methods, procedures, processes, skills, resources, and suggestions for success / by David B. Ellis.",X
i10992789,"New York : Collier Books ; London : Collier Macmillan, c1985.",331.702 W424,6,,  -  -    ,0020797001 (pbk.) : $7.95,140 high-tech careers : everything you need to know now to pick the job of your future / Bob Weinstein.,ONLY PRATT
i10992868,"Englewood Cliffs, N.J. : Prentice-Hall, c1982.",686.225 H668,9,,  -  -    ,136528759,Paste-up for graphic arts production / Kenneth F. Hird.,X
i10992893,"Garden City, N.Y. : Quantum Press/Doubleday, 1984.",001.64 B329C,3,,  -  -    ,0385192916 (pbk.) : $14.95,The computer cookbook / by William Bates.,ONLY PRATT
i10992947,"Menlo Park, Calif. : Lane Pub. Co., c1985.",643.7 H765,13,1,  -  -    ,0376012560 (pbk.) : $9.95,Home repair handbook / by the editors of Sunset Books and Sunset magazine.,ONLY PRATT
i1099306x,"Foster City, CA : Center for Health Information, c1985.",616.951 M271,2,,  -  -    ,0932567002 (pbk.) : $4.95,Play safe : how to avoid getting sexually transmitted diseases / Bea Mandel and Byron Mandel ; preface by Mary-Ann Shafer.,X
i10993083,"Boston : Beacon Press, 1986, c1984.",376.973 H816,22,,  -  -    ,080706727X (pbk.) : $13.95,Alma mater : design and experience in the women's colleges from their nineteenth-century beginnings to the 1930s / Helen Lefkowitz Horowitz.,X
i10994063,"[Albany, N.Y.?] : New York State Energy Research and Development Authority, 1984.",333.7916 B979,4,,  -  -    ,,A business guide to energy performance contracting : final report / prepared for: New York State Energy Research and Development Authority ; Project Manager: David R. Wolcott ; Prepared by: Technical Development Corporation ; Project Manager: Mitchell Rosenberg ; under subcontract to Grenadier Realty Corporation ; Project Director: Barbara M. Tillman ; Project Manager: Andrew Anzalone.,ONLY PRATT
i10994919,"New York : Stein and Day, 1986.",338.47001 S677,6,,  -  -    ,0812830717 : $18.95,IBM vs. Japan : the struggle for the future / Robert Sobel.,X
i10995511,"New York, Reinhold [1963]",692.6 D814,4,,  -  -    ,,Architectural supervision of modern buildings.,ONLY PRATT
i10995572,"Canterbury, N.H. : Community Builders, c1983.",690.869 B725,19,1,  -  -    ,,Building for energy independence : sun/earth buffering and superinsulation / Don Booth with Jonathan Booth and Peg Boyles.,
i10995626,"Canterbury, N. H. : Community Builders, c1980.",690.869 D727,9,,  -  -    ,960442219,"The Double shell solar house : Community Builders' experience with the buffering air envelope : edited discussion from three envelope technical conferences : three houses by Hank Huber / [general editor, Don Booth ; performance and simulations chapters, Doug Clayton ; discussions and graphs, Bob Henninge].",ONLY PRATT
i1099564x,"New York : Basic Books, c1985.",338.740952 A138,6,,  -  -    ,0465037119 : $22.50,"Kaisha, the Japanese corporation / James C. Abegglen, George Stalk, Jr.",X
i10995717,"New York : Arco Pub. Co., c1979.",621.31924 A214,20,,  -  -    ,0668045256 : $12.95,The complete home electrical wiring handbook / J. T. Adams.,ONLY PRATT
i10995730,"New York : St. Martin's Press, c1986.",070.1 P228,9,,  -  -    ,0312434731 : $16.95;031243474X (pbk.),Inventing reality : the politics of the mass media / Michael Parenti.,X
i10995900,"Charlotte, Vt. : Garden Way Pub., c1977.",690.869 W338,38,,  -  -    ,0882660861 : $12.95. 0882660853 pbk. : $6.95,Designing & building a solar house : Your place in the sun / by Donald Watson.,X
i10996230,"Andover, Mass. : Brick House Pub. Co., c1983.",690.869 S562,25,1,  -  -    ,0931790476 (pbk.);0931790484,Super-solar houses : Saunders's low-cost 100% solar designs / William A. Shurcliff ; (with extensive help from Norman B. Saunders).,ONLY PRATT
i10996345,"Monterey, Calif. : Wadsworth Advanced Books and Software, c1985.",511.5 C635,6,,  -  -    ,0534037305 (pbk.),The elements of graphing data / William S. Cleveland.,X
i10996424,"Boston : Little, Brown, c1986.",530.15 H885,3,,  -  -    ,0316379069 (pbk.),Mathematics review workbook for college physics / H. Thomas Hudson.,ONLY PRATT
i10996928,"New York : Simon and Schuster, c1986.",001.6409 R599,4,,  -  -    ,067152397X,The computer pioneers : the making of the modern computer / by David Ritchie.,X
i1099726x,"Homewood, Ill. : Dow Jones-Irwin, c1986.",331.702 M361,4,,  -  -    ,0870945890 (pbk.),High technology careers / Texe W. Marrs.,X
i10997404,"New York : Springer-Verlag, 1985, c1983.",001.64 K92,1,,  -  -    ,038791255X (pbk.),Introductory theory of computer science / E.V. Krishnamurthy.,X
i10997453,"New York, Columbia University Press, 1971.",569 K97,2,,  -  -    ,231036248,The age of mammals.,
i10997544,"New York, N.Y. : Praeger, 1985.",363.8 E56,17,,  -  -    ,0030055490 : $29.95 (est.),Ending hunger : an idea whose time has come / the Hunger Project.,
i10997829,"Boston : Birkhauser, c1985.",363.738 G697,23,,  -  -    ,0817632514 (pbk.);0817632972 (hard),Going sour : science and politics of acid rain / Roy Gould.,X
i10997830,"New York, N.Y. : Facts on File Publications, 1985.",320.98 L357,8,,  -  -    ,816014108,Latin American political movements / edited by Ciaran O Maolain.,
i10998147,"New York : Grune & Stratton, 1975.",155.284 K83B2,6,,  -  -    ,808908731,"The Bender gestalt test for young children, volume II : research and application, 1963-1973.",
i10998238,"New York : Oxford University Press, 1986.",363.17 B187,7,,  -  -    ,0195036727 (alk. paper),Justice downwind : America's atomic testing program in the 1950's / Howard Ball.,X
i10998378,"New York : Brunner/Mazel, c1984.",616.8915 R896A,29,1,  -  -    ,876303718,The art of art therapy / by Judith Aron Rubin.,
i10998949,"Metuchen, N.J. : Scarecrow Press, 1983.",016.738 S24,2,,  -  -    ,810816369,History of American ceramics : an annotated bibliography / by Susan R. Strong.,X
i10999048,"New York : Wiley, c1985.",620.112 B731,19,,  -  -    ,0471883921 : $40.95 (est.),"Advanced mechanics of materials / Arthur P. Boresi, Omar M. Sidebottom.",X
i10999061,"Minneapolis, Minn. : Winston Press, c1985.",344.73095 G474,4,,  -  -    ,0866837809 (pbk.),Creationism on trial : evolution and God at Little Rock / Langdon Gilkey.,
i10999541,"Englewood Cliffs, N.J., Prentice-Hall [c1967]",621.3819 F634,9,,  -  -    ,,Computer design.,
i1099970x,"Washington : Library of Congress, 1984.",070.573 B724,0,,  -  -    ,0844404667 (alk. paper),Books in action : the armed services editions / edited by John Y. Cole (Center for the Book).,X
i11000272,"New York : Van Nostrand Reinhold, c1985.",658.404 G741,11,,  -  -    ,442230184,Project management : combining technical and behavioral approaches for effective implementation / Robert J. Graham.,X
i1100034x,"New York : Viking Press, 1986.",029.6 P232W7,6,,  -  -    ,670808881,"Writers at work : the Paris review interviews, seventh series / edited by George Plimpton ; introduction by John Updike.",
i11000375,"Springfield, Ill., USA : Thomas, c1985.",363.33 K94,7,,  -  -    ,0398051410 (alk. paper),The right to keep and bear arms : a continuing American dilemma / by Earl R. Kruschke.,X
i1100051x,"New York : M. Dekker, c1981.",621.406 L831,7,,  -  -    ,824715098,"Turbomachinery : basic theory and applications / Earl Logan, Jr.",
i11000521,"Reston, Va. : Reston Pub. Co., c1983.",621.38153 B931,38,,  -  -    ,0835908747 (pbk.),Computer programs for electronic analysis and design / Dimitri Spartaco Bugnolo.,X
i11001069,"Washington, D.C. : The Brookings Institution, c1986.",333.79 E568,7,,  -  -    ,0815777167 : $32.95;0815777159 (pbk.) : $12.95,"Energy conservation : successes and failures / John C. Sawhill and Richard Cotton, editors.",X
i11001963,"New York, NY : Viking, 1986.",646.3 W195,7,1,  -  -    ,670806102,Looks that work : how to match your wardrobe to your professional profile and create the image that's right for you / Janet Wallach ; illustrations by Martha Vaughan.,ONLY PRATT
i11002451,"New York : Oceana Publications, c1985.",331.89 M193,7,,  -  -    ,379206943,Techniques of mediation / by Walter A. Maggiolo.,
i11002785,"New York : Pergamon Press, c1986.",327.73 Y54,2,1,  -  -    ,0080327737;0080327729 (pbk.),The conduct of American foreign policy since World War II / Amos Yoder.,X
i11002797,"New York : Plenum Press, c1985.",651.84 L287,1,,  -  -    ,,Languages for automation / edited by Shi-Kuo Chang.,
i11002967,"Englewood, N.J. : Prentice Hall, c1986.",629.892 B967,4,1,  -  -    ,0835957799 : $29.95,"Practical robotics : systems, interfacing, and applications / William C. Burns, Jr., Janet Evans Worthington.",X
i11003030,"New York : Scribner, c1986.",550 P242,7,,  -  -    ,068418608X,The tenth muse : the pursuit of earth science / Ronald B. Parker.,X
i11003224,"Madison, Wis. : University of Wisconsin Press, 1985.",191 R88C,2,,  -  -    ,299103102,The life and thought of Josiah Royce / John Clendenning.,
i11003261,"Boston : Houghton Mifflin, 1986.",172.4 M715,3,,  -  -    ,395353637,"Blessed assurance : at home with the bomb in Amarillo, Texas / A.G. Mojtabai.",
i11003509,"Mt. Dora, Fla. : Documentary Photo Aids, c1985.",336.24 F126,1,,  -  -    ,,Abolish the income tax : a new and rigorous inquiry into the Wealth of Nations / Burton P. Fabricand.,ONLY PRATT
i11004459,"Cambridge, Mass., MIT Press [1974]",690.837 D5659,30,,  -  -    ,0262040441 0262540258 (pbk.),Dwelling house construction [by] Albert G. H. Dietz.,ONLY PRATT
i11004654,"Washington, D.C. : CQ Press, c1985.",324.973 C767,3,,  -  -    ,0871873311 (pbk.),Political participation in the United States / M. Margaret Conway.,X
i11005609,"[Portland, OR] : Reed Institute, c 1986.",371.3944 C738,3,,  -  -    ,,"Proceedings of the first conference : computers for the liberal arts : a national conference to explore the computing concerns of liberal arts institutions held at Reed College, Portland, Oregon, 7,8,9 November 1985 / editiors: Richard E. Crandall...[et al.]",ONLY PRATT
i11005919,"Englewood Cliffs, NJ : Prentice-Hall, c1985.",621.38173 S678,9,,  -  -    ,130391735,Applications of analog integrated circuits / Sidney Soclof.,X
i11005920,"New York : Wiley, c1986.",537.2 C953,5,,  -  -    ,471803189,Fundamentals of applied electrostatics / Joseph M. Crowley.,X
i11005944,"Atlanta, Ga. : Tappi Press, 1985.",686.23 P957,13,,  -  -    ,898520452,Printing fundamentals / edited by Alex Glassman.,
i11005993,"New York, N.Y., U.S.A. : Viking, 1986.",420.9 M132,7,,  -  -    ,670804673,"The story of English / Robert McCrum, William Cran, Robert MacNeil.",
i11006043,"Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1985. 4998-247,#06214,17-2",304.6096 P831,3,,  -  -    ,521305276,"Population and development projects in Africa / edited by John I. Clarke, Mustafa Khogali, Leszek A. Kosinski for International Geographical Union, Commission on Population Geography.",X
i11006195,"New York : Columbia University Press, 1985.",330.973 V351,14,,  -  -    ,0231057687 (alk. paper),The U.S. economy in World War II / Harold G. Vatter.,X
i11006365,"Princeton, N.J. : Princeton University Press, c1986.",353.073 A757,6,,  -  -    ,0691077045 (alk. paper),"Making the managerial presidency : comprehensive reorganization planning, 1905-1980 / Peri E. Arnold.",X
i11006377,"Durham, N.C. : Duke University Press, 1985.",320.91724 R189,6,,  -  -    ,082230564X;082230662X (pbk.),Political change and underdevelopment : a critical introduction to Third World politics / Vicky Randall and Robin Theobald.,X
i11006419,"New York : Wiley, c1987.",658.4032 F553F3,19,,  -  -    ,471885975,"Fundamentals of systems analysis : using structured analysis and design techniques / Jerry FitzGerald, Ardra F. FitzGerald.",X
i11006535,"New York : W.W. Norton, c1986.",363.9 W927,3,,  -  -    ,0393024199;0393303993 (pbk.),"World population and U.S. policy : the choices ahead / Jane Menken, editor.",X
i11006985,"[Cairo] : American University in Cairo Press, 1984.",016.709176 C923,2,,  -  -    ,9774240529,"A bibliography of the architecture, arts, and crafts of Islam by Sir K.A.C. Creswell, C.B.E. Second supplement, Jan. 1972 to Dec. 1980 (with omissions from previous years) / by J.D. Pearson ; assisted by Michael Meinecke, George T. Scanlon.",ONLY PRATT
i11006997,"Chicago : American Library Association, 1986.",015.73 S499,14,,  -  -    ,0838904564 (pbk.) : $12.50 (est.),Easy access to information in United States government documents / Julia Schwartz.,X
i11007321,"New York : St. Martin's Press, c1986.",320.91717 F992,1,,  -  -    ,0312625278 : $32.50,The political systems of the socialist states : an introduction to Marxist-Leninist regimes / Robert K. Furtak.,X
i1100762x,"Benton Harbor, Mich. : Heathkit Zenith Educational Systems, Heath Company, 1983, c1982.",001.64404 S798,3,,  -  -    ,,Microprocessor interfacing / written by Andrew C. Staugaard.,
i11007631,"Benton Harbor, Mich. : Heathkit Zenith Educational Systems, Heath Company, 1983, c1982.",001.64404 S798,1,,  -  -    ,,Microprocessor interfacing / written by Andrew C. Staugaard.,
i11007643,"Benton Harbor, Michigan : Heath Company ; c 1982.",629.892 R6668,8,,  -  -    ,,Robotics and industrial electronics.,
i11007655,"Benton Harbor, Michigan : Heath Company ; c 1982.",629.892 R6668,4,1,  -  -    ,,Robotics and industrial electronics.,
i11007692,"New York : Neal-Schuman Publishers, c1985.",658.472 M928,6,,  -  -    ,0918212901 (pbk.) : $39.95 (est.),Top secret/trade secret : accessing and safeguarding restricted information / by Ellis Mount and Wilda B. Newman.,X
i11007849,"New Haven : Yale University Press, c1986.",304.5 K23,15,,  -  -    ,0300034970 (alk. paper),The social meaning of modern biology : from social Darwinism to sociobiology / Howard L. Kaye.,X
i11007916,"San Francisco : Sierra Club Books, c1986.",333.79 L911E,4,,  -  -    ,871568209,"Energy unbound : a fable for America's future / by L. Hunter Lovins, Amory B. Lovins, Seth Zuckerman ; illustrations by Mark Wilson with a contribution by Paul Conrad.",X
i11007965,"New York : Wiley, c1986.",658.4038 M315,4,,  -  -    ,471816809,"Infotrends : profiting from your information resources / Donald A. Marchand and Forest W. Horton, Jr.",X
i1100910x,"New York : McGraw-Hill, c1985.",697 H249,4,,  -  -    ,0070260656 : $44.50,Hydronic system design and operation : a guide to heating and cooling with water / by Erwin G. Hansen.,X
i11009159,"Oxford [Oxfordshire] ; New York, NY, USA : B. Blackwell, 1985.",330.09 D229,4,,  -  -    ,631137866,Epochs of economic theory / A.K. Dasgupta.,X
i11009160,"New York : W.W. Norton, c1986.",153.1 A441,7,,  -  -    ,393023222,Explorers of the black box : the search for the cellular basis of memory / Susan Allport.,
i11009573,"New York : J. Wiley, c1985.",001.642 D926,8,,  -  -    ,0470201924 (pbk.),Programming the UNIX system / M.R.M. Dunsmuir and G.J. Davies.,X
i11009664,"Kingston : McGill-Queen's University Press, c1985.",370.1 H275,2,,  -  -    ,0773505806;0773505814 (pbk.),In defence of open-mindedness / William Hare.,
i11009676,"Garden City, N.Y. : Doubleday, 1986.",394.1 L873,16,,  -  -    ,385235844,Tiffany taste / by John Loring.,ONLY PRATT
i11009688,"Garden City, N.Y. : Doubleday, 1986.",394.1 L873,11,,  -  -    ,385235844,Tiffany taste / by John Loring.,ONLY PRATT
i11010095,"[New York, Art Direction Book Co.]",659.0688 C323BO,40,,  -  -    ,,The Book of American trade marks.,
i11010113,"[New York, Art Direction Book Co.]",659.0688 C323BO,31,,  -  -    ,,The Book of American trade marks.,
i11010137,"[New York, Art Direction Book Co.]",659.0688 C323BO,47,,  -  -    ,,The Book of American trade marks.,
i11010150,"[New York, Art Direction Book Co.]",659.0688 C323BO,108,,  -  -    ,,The Book of American trade marks.,
i11010344,"New York, Wiley [1974]",307.76 K94,11,,  -  -    ,471508586,Urban planning analysis: methods and models [by] Donald A. Krueckeberg [and] Arthur L. Silvers.,
i11010447,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,29,1,  -  -    ,,Graphic design USA.,
i11010459,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,10,,  -  -    ,,Graphic design USA.,
i11010460,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,16,,  -  -    ,,Graphic design USA.,
i11010551,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,20,,  -  -    ,,Graphic design USA.,
i11010575,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,5,2,  -  -    ,,Graphic design USA.,
i11010587,"New York : Watson-Guptill Publications, c1986-c2000.",659.1 A512G,32,3,  -  -    ,,Graphic design USA.,
i11011099,"Englewood Cliffs, N.J. : Prentice-Hall, c1986.",621.3819 H811,10,,  -  -    ,083594574X,Microcomputer design / Michael F. Hordeski.,
i11011105,"Reston, Va. : Reston Pub. Co., c1982.",001.6404 B897,11,,  -  -    ,835932478,Introduction to microprocessors / Herbert Brunner.,
i11011166,"New York : H. N. Abrams, c1981.",574.526 C976,49,1,  -  -    ,810917661,Wildlife of the prairies and plains / Kai Curry-Lindahl.,X
i11011257,"Tokyo ; New York : Springer-Verlag, c1985.",006.6 M196,71,,  -  -    ,0387700056 (U.S.),"Computer animation : theory and practice / Nadia Magnenat- Thalmann, Daniel Thalmann.",X
i11011440,"New York : Norton, c1981.",641.1 B864N,12,,  -  -    ,393014290,Jane Brody's Nutrition book : a lifetime guide to good eating for better health and weight control / by the personal health columnist of the New York times.,
i11011488,"New York : Wiley, c1983.",621.38412 C988C,5,,  -  -    ,047187700X,"Circuit design using personal computers / Thomas R. Cuthbert, Jr.",X
i11011506,"Springfield, Ill. : Thomas, c1978.",616.8915 K98F,25,,  -  -    ,398037299,Family therapy and evaluation through art / by Hanna Yaxa Kwiatkowska ; with a foreword by Lyman C. Wynne and Adele R. Wynne.,X
i11011555,"South Bend, Ind. : Icarus Press, 1985.",551.6 S215,20,,  -  -    ,0896519066;0896519074 (pbk.) : $11.95,Weather : a user's guide to the atmosphere / Ti Sanders.,ONLY PRATT
i11011567,"Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1986.",660.6 B616,2,1,  -  -    ,521307759,"The Biotechnological challenge / [edited by] S. Jacobsson, A. Jamison, H. Rothman.",X
i11011579,"New York, N.Y. : Warner Books, 1982.",613 H339,8,,  -  -    ,0446371041 (pbk.);0446373338 (Can. : pbk.),"The Harvard Medical School health letter book / edited by G. Timothy Johnson, Stephen E. Goldfinger.",ONLY PRATT
i11011634,"Chicago, Ill. : Commerce Clearing House, c1960-",331.1 G946,2,,  -  -    ,0072-8853,Guidebook to labor relations.,
i11012274,"Letchworth, Hertfordshire : Research Studies Press ; New York : Wiley, c1985.",621.3819598 I31,1,,  -  -    ,0863800238 (Research Studies Press);0471906816 (Wiley),Image processing system architectures / edited by Josef Kittler and Michael J.B. Duff.,X
i11012298,"New York : Wiley, c1983.",658.473 H434,4,,  -  -    ,0471064297 (pbk.),Design for security / Richard J. Healy.,ONLY PRATT
i11012559,"Glasgow : Surrey University Press ; New York : Halsted Press, 1985.",624.02 R389,4,,  -  -    ,0903384485 (Surrey University Press);0470201355 (Halsted Press),Remote sensing in civil engineering / edited by T.J.M. Kennie and M.C. Matthews.,X
i11012614,"New York : Random House, c1986.",282.09 S541,3,,  -  -    ,394511980,The first coming : how the Kingdom of God became Christianity / Thomas Sheehan.,
i11012730,"Chicago : University of Chicago Press, 1985.",070.50973 P886,7,,  -  -    ,226677044,Getting into print : the decision-making process in scholarly publishing / Walter W. Powell.,X
i11012778,"Reading, Mass. : Addison-Wesley Pub. Co., c1986.",001.64404 H226,13,,  -  -    ,201115301,"Performance analysis of local computer networks / Joseph L. Hammond, Peter J.P. O'Reilly.",X
i11013059,"New York : Wiley, c1985.",660.281 S644,15,,  -  -    ,471883468,"Principles and practice of automatic process control / Carlos A. Smith, Armando B. Corripio.",X
i11013114,"New York : Wiley, c1985.",536.2 I37,8,,  -  -    ,471885509,"Fundamentals of heat and mass transfer / Frank P. Incropera, David P. Dewitt.",
i11013175,"Jefferson, N.C. : McFarland & Co., c1985.",069 S419,2,,  -  -    ,0899501516 (soft : alk. paper),"The Smithsonian : a guide to its national public facilities in Washington, D.C. / by Charlotte L. Sclar.",X
i11013199,"Milton Keynes, England ; Philadelphia : Open University Press, 1985.",428.0285 C738,7,,  -  -    ,0335150314 (pbk.),Computers and literacy / edited by Daniel Chandler and Stephen Marcus.,X
i11013631,"New Haven : Yale University Press, 1983.",655.53 W729B3,4,,  -  -    ,0300026633;0300030355 (pbk.),Methods of book design : the practice of an industrial craft / Hugh Williamson.,X
i11013710,"New York, Putnam [1970]",194.1 D44zV,10,,  -  -    ,,Rene Descartes; a biography.,
i11014349,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",001.6424 H255,16,,  -  -    ,0131098101 : $28.95;9780131098107;0131098020 (pbk.) : $24.95;9780131098022 (pbk.),"C, a reference manual / Samuel P. Harbison, Guy L. Steele, Jr.",X
i11014416,"New Haven, Yale University Press, 1921.",326 M177A,0,,  -  -    ,,The anti-slavery crusade; a chronicle of the gathering storm.,
i11014696,"New York, NY : AMACOM, c1986.",658.302 B432,3,,  -  -    ,814458602,The first-time manager : a practical guide to the management of people / Loren B. Belker.,
i11014726,"Blue Ridge Summit, PA : Tab Professional and Reference Books, c1985.",001.64404 G619,8,,  -  -    ,083061947X,"Online research and retrieval with micro-computers / Nahum Goldmann ; scientific editor, Ian Easson.",ONLY PRATT
i1101474x,"Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1985.",510.245 H295,1,,  -  -    ,052126278X;0521269083 (pbk.),"Introduction to physical mathematics / P.G. Harper, D.L. Weaire.",X
i11014854,"New York : Arco, 1985, c1983.",358.1 N964,20,,  -  -    ,0668065168;0668065206 (pbk.),The Nuclear duel.,X
i11014957,"Englewood Cliffs, N.J. : Prentice-Hall, c1985.",629.892 R345,23,1,  -  -    ,134955811,Introduction to robotics : a systems approach / James A. Rehg.,X
i11015044,"New York : Arco, 1985.",355.03304 B336,27,,  -  -    ,0668065176;0668065214 (pbk.),Battlefield Europe.,ONLY PRATT
i11015226,"Washington, D.C. : BNA Books, c1986.",331.89 C911,1,,  -  -    ,087179490X;0871794918 (pbk.),The economics of collective bargaining : case studies in the private sector / Charles Craypo.,X
i11015354,"Westport, Conn. : Greenwood Press, c1985.",345.73 H496,5,,  -  -    ,0313246009 (alk. paper),"Congress, courts, and criminals : the development of federal criminal law, 1801-1829 / Dwight F. Henderson.",X
i11015494,"New York : Holt, Rinehart, and Winston, c1987.",621.38153 S449M2,0,,  -  -    ,30073286,"Microelectronic circuits / Adel S. Sedra, Kenneth C. Smith.",
i11015500,"New York : Holt, Rinehart, and Winston, c1987.",621.38153 S449M2,61,,  -  -    ,30073286,"Microelectronic circuits / Adel S. Sedra, Kenneth C. Smith.",
i11015512,"Boston, Mass. : G.K. Hall, c1986.",016.7595 R813,1,,  -  -    ,0816185557 (alk. paper),Fifteenth-century North Italian painting and drawing : an annotated bibliography / Charles M. Rosenberg.,X
i11015937,"New York : Oxford University Press, 1987.",070.50973 T254B,17,,  -  -    ,195041895,Between covers : The rise and transformation of book publishing in America / John Tebbel.,X
i11016097,"Peterborough, N.H. : Byte Books, c1981.",621.381953 C566B,19,,  -  -    ,70109621,Build your own Z80 computer : design guidelines and application notes / by Steve Ciarcia.,X
i11016474,"Woodstock, N.Y. : Overlook Press, 1982.",616 N216,0,,  -  -    ,087951132X,"Health facts : a critical evaluation of the major problems, treatments, and alternatives facing medical consumers / by Maryann Napoli.",X
i11016759,"Baltimore : Johns Hopkins University Press, c1986.",307.76 T253,8,,  -  -    ,080183094X (alk. paper);0801830966 (pbk. : alk. paper),"The twentieth-century American city : problem, promise, and reality / Jon C. Teaford.",X
i11016760,"Baltimore : Johns Hopkins University Press, c1986.",307.76 T253,12,,  -  -    ,080183094X (alk. paper);0801830966 (pbk. : alk. paper),"The twentieth-century American city : problem, promise, and reality / Jon C. Teaford.",X
i11016772,"New York : Harper & Row, c1978.",519.54 P269S2,6,,  -  -    ,60450169,Statistical analysis : a decision-making approach / Robert Parsons.,
