Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10818054,"New York, Pitman & Sons [c1931]",686.2 K18P,3,,  -  -    ,,"Printing and the allied trades, by R. Randolph Karch ... introduction by John Clyde Oswald.",
i10818200,"New York, Reinhold [1958]",539.752 U58E,3,,  -  -    ,,"The effects of radiation on materials, edited by J.J. Harwood [and others]",
i10819186,"Reading, Mass., Addison-Wesley Pub. Co. [1967]",539.7 C337L,0,1,  -  -    ,,Linear transport theory [by] Kenneth M. Case and Paul F. Zweifel.,
i10819782,"New York : Basic Books, c1976.",320.975 B317,0,,  -  -    ,465086950,The transformation of southern politics : social change and political consequence since 1945 / Jack Bass & Walter De Vries.,X
i10819927,"Boston : Little, Brown, c1976.",364.152 M167,1,,  -  -    ,316562416,The making of an assassin : the life of James Earl Ray / by George McMillan.,X
i10819952,"New York : Macmillan, c1976.",333.7 D546,0,,  -  -    ,0025313207 : $12.95,The electric wishing well : the solution to the energy crisis / Joseph J. DiCerto : drawings by Joseph J. DiCerto.,X
i10819964,"New York : Columbia University Press, 1976.",324.1 L425,2,,  -  -    ,0231039786. 0231083521 pbk.,"Black ballots : voting rights in the South, 1944-1969 / Steven F. Lawson.",X
i10819976,"Old Westbury, N.Y. : Feminist Press, 1976.",301.4120951 S637,3,,  -  -    ,912670444,Portraits of Chinese women in revolution / by Agnes Smedley ; edited with an introd. by Jan MacKinnon and Steve MacKinnon ; with an afterword by Florence Howe.,X
i10820012,"New York : Scribner, 1976.",384.5 C174,21,,  -  -    ,0684148161 : $20.00,The golden years of broadcasting : a celebration of the first 50 years of radio and TV on NBC / by Robert Campbell.,X
i10820073,"New York : Plenum Press, c1976.",612.3 F443,4,,  -  -    ,030630919X : $29.50,Fiber in human nutrition / edited by Gene A. Spiller and Ronald J. Amen.,X
i10820115,"Boston : Little, Brown, c1976.",342.085 H315,0,,  -  -    ,316348244,Freedom spent / by Richard Harris.,X
i10820140,"New York : Hawthorn Books, c1976.",331.702 M367,2,,  -  -    ,0801537746 : $3.50,"How to get a better job : the new official book of the Job Services Center, formerly the job Finding Forum of the Advertising Club of New York / by Austin Marshell.",X
i1082022x,"New York : Time-Life Books, c1976.",301.633 B155,6,1,  -  -    ,,Violence and aggression / by Ronald H. Bailey and the editors of Time-Life Books.,
i10820528,"Philadelphia, : American Folk-Lore Society, 1946.",398.2 M594M,3,,  -  -    ,,"Myths of the Toba and Pilaga Indians of the Gran Chaco, / by Alfred Me traux.",X
i1082053x,"New York, D. Van Nostrand Company, 1912.",535.8 B167,4,,  -  -    ,,"Thick-lens optics; an elementary treatise for the student and the amateur, by Arthur Latham Baker...",
i10820875,"New York : Free Press, c1976.",327.47 B251,1,,  -  -    ,29018501,Detente and the democratic movement in the USSR / Frederick C. Barghoorn.,X
i10820899,"Chicago : University of Chicago Press, 1977.",362.973 G876,1,,  -  -    ,226309649,"Mass society and the extension of welfare, 1960-1970 / Kirsten A. Gronbjerg.",X
i1082098x,"New York : Quadrangle/New York Times Book Co., c1976.",387.7 E21,7,,  -  -    ,812906195,"Destination disaster : from the Tri-Motor to the DC-10, the risk of flying / by Paul Eddy, Elaine Potter, and Bruce Page.",X
i10821089,"New York : American Heritage Pub. Co. : distribution by Crown Publishers, c1976.",301.4415 T499,6,,  -  -    ,051752810X : $29.95,"The very rich : a history of wealth / by Joseph J. Thorndike, Jr.",X
i10821090,"Stroudsburg, Pa. : Dowden, Hutchinson & Ross, c1977.",301.36 P777,9,,  -  -    ,879332352,The urban nest / by Anne-Marie Pollowy.,X
i10821284,"New York : Morrow, 1976.",387.7 J73,1,,  -  -    ,068803084X,The last nine minutes : the story of flight 981 / by Moira Johnston.,X
i10821569,"London, H. M. Stationery Off., 1975.",551.65 G786T,4,,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821570,"London, H. M. Stationery Off., 1975.",551.65 G786T,0,,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821582,"London, H. M. Stationery Off., 1975.",551.65 G786T,2,1,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821594,"London, H. M. Stationery Off., 1975.",551.65 G786T,0,,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821600,"London, H. M. Stationery Off., 1975.",551.65 G786T,1,,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821612,"London, H. M. Stationery Off., 1975.",551.65 G786T,1,,  -  -    ,,"Tables of temperature, relative humidity and precipitation for the world.",
i10821697,"Chapel Hill, The University of North Carolina Press, 1933.",321.8 L345,0,,  -  -    ,,"Democracy in crisis, by Harold J. Laski.",
i10821764,"Boston, J. B. Cullen & co., 1889.",301.453 C967,10,,  -  -    ,,"The story of the Irish in Boston, together with biographical sketches of representative men and noted women. Edited and compiled by James Bernard Cullen.",
i10821910,"Washington : Urban Institute, 1976.",388.31 B575,11,,  -  -    ,877661669,What can we do about urban traffic congestion? a pricing approach / Kiran U. Bhatt.,X
i1082229x,"New York : Columbia University Press, 1977.",629.4354 M981,2,,  -  -    ,0231039964 : $12.95,Flight to Mercury / Bruce Murray and Eric Burgess.,X
i10822306,"Minneapolis : University of Minnesota Press, c1976.",301.241 C623,6,,  -  -    ,816607613,Japanese and Americans : cultural parallels and paradoxes / by Charles Grinnell Cleaver.,
i10822318,"Garden City, N.Y. : Doubleday, 1976.",309.173 H691,1,,  -  -    ,0385115725 : $12.95,America in our time / Godfrey Hodgson.,X
i10822343,"Garden City, N.Y. : Anchor Press, 1976.",304.28 S229N,4,1,  -  -    ,0385074395 : $8.95,The new American dream machine : toward a simpler lifestyle in an environmental age / Robert L. Sansom.,X
i10822392,"Cambridge, Mass. : Harvard University Press, 1976.",339.2 H669,2,,  -  -    ,674813650,Social limits to growth / Fred Hirsch.,
i10822446,"New York : Simon and Schuster, c1976.",658.4 M129G,4,,  -  -    ,671223534,The gamesman : the new corporate leaders / Michael Maccoby.,X
i10822483,"Boston : Houghton Mifflin, 1976.",353.00823 Q1,0,,  -  -    ,0395247721 : $8.95,Cleaning up America : an insider's view of the Environmental Protection Agency / John Quarles.,X
i10822537,"New York : Norton, c1976.",364.1 H118,3,,  -  -    ,0393011275 : $9.95,"Crusaders, criminals, crazies : terror and terrorism in our time / Frederick J. Hacker.",X
i10822586,"London ; New York : Wiley, c1977.",624.1762 D721,15,1,  -  -    ,471994332,Earthquake resistant design : a manual for engineers and architects / D. J. Dowrick.,X
i10822732,"New York, Barnes & Noble [1960]",655.24 M861FOU,6,,  -  -    ,,Four centuries of fine printing; one hundred and ninety-two facsimiles of pages from books printed at presses established between 1465 and 1924. With an historical introd. by Stanley Morison.,
i10822811,"Philadelphia, The Jewish Publication Society of America, 1970.",301.452 H551,9,,  -  -    ,$8.95,"Israelis and Jews; the continuity of an identity, by Simon N. Herman.",
i10822847,"Homewood, Ill. : R. D. Irwin, 1976.",651.75 M547,12,,  -  -    ,256018197,"Communicating through letters and reports / J. H. Menning, C. W. Wilkinson, Peter B. Clarke, with the assistance of Dorothy Colby Menning Wilkinson.",
i10822926,New York] Herder and Herder [1964],131.34 C329,3,1,  -  -    ,,Existential psychology : from analysis to synthesis [by] Igor A. Caruso. [Translated by Eva Krapf.,
i10823840,"Glencoe, Ill., Free Press [1960]",355.069 J34P,2,,  -  -    ,,"The professional soldier, a social and political portrait.",
i10823876,"New York, Paine-Whitman Publishers [1964]",191 M657,0,,  -  -    ,,Sociology and pragmatism: the higher learning in America [by] C. Wright Mills. Edited with an introd. by Irving Louis Horowitz.,
i10823918,"New York, Random House [1965]",323.4 W292,2,,  -  -    ,,Who speaks for the Negro?,
i10823979,"Garden City, N.Y., Doubleday, 1966.",339.41 T385,2,,  -  -    ,,The guaranteed income: next step in economic evolution?,X
i10824042,"Berkeley, University of California Press, 1966.",301.44 M468,2,,  -  -    ,,Caste and kinship in central India; a village and its region.,
i10824054,"New York : The Free Press, 1965.",353 W585C,1,,  -  -    ,,"The Jacksonians : a study in administrative history, 1829-1861 / by Leonard D. White.",
i1082408x,"Oxford, New York, Pergamon Press, 1960.",541.224 W723H,0,,  -  -    ,,Homolytic aromatic substitution.,
i10824352,"New York : Time-Life Books, c1976.",301.44 M978,5,,  -  -    ,,Status and conformity / by Richard W. Murphy and the editors of Time-Life Books.,
i10824418,"New York : Coward, McCann & Geoghegan, c1976.",301.417 H994,0,,  -  -    ,0698107756 : $8.95,The Cleveland street scandal / H. Montgomery Hyde.,X
i1082442x,"New York, Monthly Review Press, 1959 [c1958]",335.0942 M157C,4,,  -  -    ,,Conviction [by] Peter Shore [and others],
i10824558,"Washington, D. C. : The Urban Institute, 1976.",301.36 G553,3,,  -  -    ,0877661618 : $10.00,"The urban predicament / edited by William Gorham, Nathan Glazer.",
i10824662,"New York : Monthly Review Press, c1976.",330.91724 A517,7,,  -  -    ,853453802,Unequal development : an essay on the social formations of peripheral capitalism / by Samir Amin ; translated by Brian Pearce.,X
i10824972,"New York : Pantheon Books, c1976.",194.9 W422P,2,,  -  -    ,0394498151 : $15.00,Simone Weil : a life / Simone Petrement ; translated from the French by Raymond Rosenthal.,X
i10825034,"Cambridge, Mass. : Schenkman Pub. Co., c1976.",301.54 L867,2,1,  -  -    ,870734911,Decent housing : a promise to keep / Tom Forrester Lord.,X
i10825058,"Oxford ; New York : Pergamon Press, 1976.",380.5 S795,13,,  -  -    ,0080209092 : $13.50. 0080209084 pbk. : $7.00,"Transportation planning, policy, and analysis / D. N. M. Starkie.",X
i1082506x,"New York : Random House, c1976.",616.994 G549,8,,  -  -    ,394400186,The greatest battle / Ronald J. Glasser.,
i10825071,"New York : McGraw-Hill, c1977.",306 P526,1,1,  -  -    ,0070497591. 0070497583 lib. bdg.,The emergence of society : a pre-history of the establishment / by John E. Pfeiffer.,X
i10825125,"New York : D. McKay Co., c1976.",332.024 J33M,3,,  -  -    ,679506411,"Musings on money : how to make dollars out of sense : from the notebooks of America's foremost political economist, Eliot Janeway.",X
i10825174,"New York : Basic Books, c1976.",330.092 S583,12,,  -  -    ,465018106,The economists / Leonard Silk.,
i10825186,"New York : Hemisphere, 1976.",697 A466,16,,  -  -    ,012328550X,Alternative energy sources : [proceedings of a conference sponsored by the International Centre of Heat and Mass Transfer in the fall of 1975] / edited by James P. Hartnett.,X
i10825228,"Chicago : University of Chicago Press, c1976.",323.4 F832R,1,1,  -  -    ,226260739,Racial equality in America / John Hope Franklin.,
i10825332,"New York : Wiley, c1977.",628.532 F911,7,,  -  -    ,471014680,"Smoke, dust, and haze : fundamentals of aerosol behavior / S. K. Friedlander.",X
i10825344,"Boston : Houghton Mifflin, 1977.",330.09 G138,3,,  -  -    ,395249007,The age of uncertainty / John Kenneth Galbraith.,
i10825708,"Cambridge, Harvard University Press, 1959.",291.09 M294E,0,,  -  -    ,,The eighteenth century confronts the gods.,
i10826063,"Cambridge, Harvard University Press; London, H. Milford, Oxford University Press, 1932.",327.73 P448,0,,  -  -    ,,"The Monroe doctrine, 1823-1826, by Dexter Perkins.",
i10826208,"[New Rochelle, N.Y.] : Change magazine, c1976.",378.02 C457,4,,  -  -    ,0915390043 : $2.95,Colleges and money : a faculty guide to academic economics / by the Change Panel on Academic Economics.,X
i10826270,"New York : Random House, c1976.",340.092 R347,0,,  -  -    ,0394491920 : $8.95,The sorcerer of Bolinas Reef / Charles Reich.,X
i10826312,"New York : Grossman Publishers, 1976.",128.2 O74,2,,  -  -    ,0670476277 : $7.95,The mind field : a personal essay / Robert E. Ornstein.,X
i10826415,"New York : Arco Pub. Co., c1977.",510.28 M959,4,,  -  -    ,0668040815 : $7.95. 0668040726 pbk. : $4.95,How to use a pocket calculator : a guide for students and teachers / by Henry Mullish.,ONLY PRATT
i10826543,"New York : Monthly Review Press, c1976-",320.947 B565,1,,  -  -    ,0853453969 : $18.95,Class struggles in the USSR / by Charles Bettelheim ; translated by Brian Pearce.,X
i10826956,"Reading, Mass. : Addison-Wesley Pub. Co., c1976.",301.36 M624M1,8,,  -  -    ,201047268,"Man and his urban environment : a sociological approach, with revisions / by William H. [i.e. M.] Michelson.",X
i10827201,"Baltimore, The Williams & Wilkins Company, 1931.",612.84 L941S,3,,  -  -    ,,"Seeing; a partnership of lighting and vision, by Matthew Luckiesh and Frank K. Moss.",
i10827225,"New York, Oxford University Press, 1966.",263.9 O11,1,,  -  -    ,,"An alphabet of Christmas words, selected by Helen McKelvey Oakley from the Oxford English dictionary.",
i10827420,"New York : Plenum Press, c1977.",697.93 L937,2,,  -  -    ,030630984X,Air contamination control in hospitals / Joseph R. Luciano.,ONLY PRATT
i10827432,"New York : McGraw-Hill, c1977.",660.63 B154B,10,,  -  -    ,70032106,"Biochemical engineering fundamentals / James E. Bailey, David F. Ollis.",
i10827444,"New York : McGraw-Hill, c1977.",660.63 B154B,5,,  -  -    ,70032106,"Biochemical engineering fundamentals / James E. Bailey, David F. Ollis.",
i10827456,"New York : Springer-Verlag, 1977.",518.84 F598,0,,  -  -    ,387902066,Functions of several variables / Wendell Fleming.,
i1082800x,"Amsterdam : Time-Life Books, c1976.",500 M364,6,,  -  -    ,,Lapland / by Walter Marsden and the editors of Time-Life Books.,
i10828205,"New York : Time, inc., [1969]",612.85 S846S2,34,2,  -  -    ,,"Sound and hearing / by S. S. Stevens, Fred Warshofsky, and the editors of Life.",
i1082831x,"New York, London, The Century Co. [c1932]",301 G481S,1,,  -  -    ,,"Social problems, by John Lewis Gillin ... Clarence G. Dittmer ... [and] Roy J. Colbert ...",
i1082845x,"Berkeley : University of California Press, c1976.",363.2 B358F,0,,  -  -    ,520030699,Forces of order : police behavior in Japan and the United States / David H. Bayley.,
i10828503,"New York, McGraw-Hill, 1950.",152.1 B619C,17,1,  -  -    ,,Color psychology and color therapy; a factual study of the influence of color on human life.,
i10829283,"New York, D. Van Nostrand co., inc., 1939.",342.09 H391M,0,,  -  -    ,,Modern constitutions since 1787.,
i10829489,"New York : AMACOM, c1977.",658.314 S338,4,,  -  -    ,0814454305 : $9.95,Motivational theories & applications for managers / Donald Sanzotta.,X
i10829611,"[Silver Spring, Md.] National Micrographics Association.",686.43 N277GU,0,,  -  -    ,0362-0131,"Buyer's guide to micrographic equipment, products and services.",ONLY PRATT
i10829933,"Jerusalem : Keter Pub. House., 1976.",327.56 H282A,2,,  -  -    ,706515544,Arab attitudes to Israel / Y. Harkabi ; translated by Misha Louvish.,
i10829957,"Garden City, N. Y., Doubleday, 1955.",350.7 W165S,0,,  -  -    ,,The study of public administration.,
i10829969,"Garden City, N. Y., Doubleday, 1955.",350.7 W165S,0,,  -  -    ,,The study of public administration.,
i10829970,"Garden City, N. Y., Doubleday, 1955.",350.7 W165S,0,,  -  -    ,,The study of public administration.,
i10830352,"Cambridge, Harvard university press, 1914.",342.73 F293S,0,,  -  -    ,$1.00,"Federalist.;Selections from the Federalist, ed., with an introduction, by William Bennett Munro ...",
i10830376,"New York, A.A. Knopf, 1941.",353.5 J13S,0,,  -  -    ,,"The struggle for judicial supremacy; a study of a crisis in American power politics, by Robert H. Jackson.",
i10830686,"New York : Harper & Row, 1969, c1968.",309.173 B472,0,,  -  -    ,$2.75,The temporary society / Warren G. Bennis and Philip E. Slater.,
i10830741,"London : C. Bingley ; Hamden, Conn. : Linnet Books, c1976.",507 G873S3,2,,  -  -    ,0208015345 (Linnet Books),Science and technology : an introduction to the literature / Denis Grogan.,X
i10830972,Wein [etc.] H. Reichner [c1937],391 H224T,0,,  -  -    ,,"Trachten der Alpenlander in zehnfarbigen wiedergaben von vierhundert vorbildlichen trachtenstucken, aus privaten und offentlichen sammlungen; geleitwort von Hans von Hammerstein.",ONLY PRATT
i1083123x,"Amsterdam : Time-Life Books, c1976.",500 M153,7,,  -  -    ,,New Guinea / by Roy D. Mackay and the editors of Time-Life Books ; with photos. by Eric Lindgren.,
i10831654,"New York, E. P. Dutton & co., inc. [c1940]",335.4 G536I,0,1,  -  -    ,,"I confess; the truth about American communism, by Benjamin Gitlow ... With an introduction by Max Eastman.",
i1083168x,"New York : Time-Life Books, c1976.",301.36 T583,4,,  -  -    ,,The community / by the editors of Time-Life Books.,
i1083171x,"New York, Columbia university press; London, P. S. King & son, ltd., 1930.",331.87 H14,2,,  -  -    ,,"Capital and labor under fascism, by Carmen Haider, Ph.D.",
i10831903,"New York, C. Scribner's sons, 1943.",323.4 M342R,0,,  -  -    ,,"The rights of man and natural law, by Jacques Maritain; translated by Doris C. Anson.",
i10831915,"New York, Random House [1964]",323.42 L673,0,,  -  -    ,,Gideon's trumpet.,
i10831952,"New York, The Ronald Press Company [1942]",658.87 S978M,3,,  -  -    ,,"Merchandising of fashions; policies and methods of successful specialty stores, by John B. Swinney.",
i10831976,"Germantown, Md. ; Aspen Systems Corporation, 1976.",362.11 B879,3,,  -  -    ,091286222X : $17.50,"Hospital management systems : multi-unit organization and delivery of health care / Montague Brown, Howard L. Lewis.",X
i10831988,"Germantown, Md. ; Aspen Systems Corporation, 1976.",362.11 B879,1,,  -  -    ,091286222X : $17.50,"Hospital management systems : multi-unit organization and delivery of health care / Montague Brown, Howard L. Lewis.",X
i1083235x,"Cambridge, University Press, 1907.",244 B942,3,,  -  -    ,,"Grace abounding and the Pilgrim's progress / the text edited by John Brown, D.D.",X
i10832609,"New York : Reader's Digest Press : distributed by Crowell, 1977.",378 K21,0,,  -  -    ,883491206,The future of the humanities / Walter Kaufmann.,
i10832610,"Hastings-on-Hudson, N.Y. : The Hastings Center, Institute of Society, Ethics and the Life Sciences, [1976]",174.2 C734,5,,  -  -    ,916558002,The teaching of bioethics : report / of the Commission on the Teaching of Bioethics.,X
i10833067,"Garden City, N.Y., Doubleday, 1964.",646.4 M329,4,1,  -  -    ,,The complete book of tailoring for women who like to sew [by] Adele P. Margolis. Illustrated by Nathan Margolis.,
i10833225,"New York, T.Y. Crowell Co. [1948]",362.1 C778B,0,,  -  -    ,,The Bellevue story.,ONLY PRATT
i10833250,"Chicago, Aldine Pub. Co. [c1963]",309.156 L857,1,,  -  -    ,,The Middle East: a social geography.,
i10833377,"Jerusalem : Israel Program for Scientific Translations ; Springfield, Va. : available from the U. S. Department of Commerce Clearinghouse for Federal Scientific and Technical Information, 1967.",539.752 P469,2,,  -  -    ,,The natural radioactivity of the biosphere / L. A. Pertsov ; translated from Russian [by IPST staff].,ONLY PRATT
i10833419,"Oxford, Clarendon Press, 1956.",190 U77,1,,  -  -    ,,Philosophical analysis; its development between the two World Wars.,
i10833420,"Philadelphia, J.B. Lippincott Co. [1947]",325.2492 M954A,1,,  -  -    ,,Americans from Holland.,
i10833511,"Cambridge ; New York : Cambridge University Press, 1977.",515.63 S551,4,,  -  -    ,0521213061 : $12.00. 0521290929 pbk. : $6.00,Vector fields : vector analysis developed through its application to engineering and physics / J. A. Shercliff.,X
i10833651,"Los Angeles : Sherbourne Press, [1977]",551.22 M612,28,1,  -  -    ,0820201340 : $8.95,California quake / Larry L. Meyer.,ONLY PRATT
i10833699,"New York : Basic Books, c1976.",150.1952 F889E,15,,  -  -    ,0465006566 : $25.00,"Berggasse 19 : Sigmund Freud's home and offices, Vienna, 1938 : the photographs of Edmund Engelman / with an introd. by Peter Gay ; captions by Rita Ransohoff.",X
i1083400x,"Oxford, B. Blackwell, 1939-",370.938 J22P,14,,  -  -    ,,"Paideia: the ideals of Greek culture, by Werner Jaeger. Translated...by Gilbert Highet.",
i10834011,"Oxford, B. Blackwell, 1939-",370.938 J22P,0,,  -  -    ,,"Paideia: the ideals of Greek culture, by Werner Jaeger. Translated...by Gilbert Highet.",
i10834023,"Oxford, B. Blackwell, 1939-",370.938 J22P,1,,  -  -    ,,"Paideia: the ideals of Greek culture, by Werner Jaeger. Translated...by Gilbert Highet.",
i10834035,"Oxford, B. Blackwell, 1939-",370.938 J22P,0,,  -  -    ,,"Paideia: the ideals of Greek culture, by Werner Jaeger. Translated...by Gilbert Highet.",
i1083414x,"Cambridge, Mass. : MIT Press, [1974].",510 B419,5,,  -  -    ,,Fundamentals of mathematics / edited by H. Behnke ... [et al.] ; translated by S. H. Gould.,
i10834163,"Cambridge, Mass. : MIT Press, [1974].",510 B419,2,,  -  -    ,,Fundamentals of mathematics / edited by H. Behnke ... [et al.] ; translated by S. H. Gould.,
i10834199,"New York : Drake Publishers, c1969.",684.08 H427S,3,,  -  -    ,877497087,"Staining and polishing : how to finish woodwork; staining; French, wax, and oil polishing; the cellulose finish; varnishing; lacquering / edited by Charles H. Hayward.",
i10834291,"New York and London, Harper & bros. [c1944]",330.9569 L912P,2,,  -  -    ,,"Palestine, land of promise, by Walter Clay Lowdermilk.",
i10834400,"Delhi, University of Delhi, 1952.",655.09 R196S,0,,  -  -    ,,"Social bibliography; or, Physical bibliography for librarians.",ONLY PRATT
i10834497,"Sydney : Fine Arts Press, 1976.",301.299407 B291,1,,  -  -    ,869170007,Australia and America through 200 years / Norman Bartlett ; foreword by Malcolm Fraser ; introd. by Manning Clark.,
i10834679,"New York, Rinehart [1958]",301.1584 B989U,0,,  -  -    ,,The unsilent generation; an anonymous symposium in which eleven college seniors look at themselves and their world. Compiled and edited with a foreword by Otto Butz.,
i10834965,"Manchester, Manchester U.P.; New York, Barnes & Noble, 1966.",398.2 B674,2,,  -  -    ,50/-,The Romance of the Grail: a study of the structure and genesis of a thirteenth-century Arthurian prose romance.,
i10835003,"New York, The Ronald press company [c1937]",658.87 N99RE,2,,  -  -    ,,"Retail store operation, by Paul H. Nystrom.",
i10835015,"New York, Barnes & Noble [1965, c1964]",184.1 C945,4,,  -  -    ,,"Plato, the midwife's apprentice, by I. M. Crombie.",
i10835027,New York W. W. Norton [1967],327.73 F311,0,1,  -  -    ,,Contest over Japan.,
i10835234,"Englewood Cliffs, N.J. : Prentice-Hall, c1977.",614.85 P485,3,,  -  -    ,134595521,Industrial health / Jack E. Peterson.,
i10835490,"New York : Holt, Rinehart and Winston, c1977.",390.098 C433Y2,16,1,  -  -    ,30899788,"Yanomamo, the fierce people / by Napoleon A. Chagnon.",
i10835519,"West Nyack, N.Y. : Parker Pub. Co., c1977.",641.1 W119,2,,  -  -    ,0130813079 : $8.95,"Brand-name handbook of protein, calories, and carbohydrates / Carlson Wade.",X
i10835623,"New York : Knopf : distributed by Random House, 1976.",301.452 R116,2,,  -  -    ,0394485734 : $8.95,New lives : survivors of the holocaust living in America / Dorothy Rabinowitz.,X
i10835726,"New York, Hafner Pub. Co. [1963]",686.09 M628,0,,  -  -    ,,A history of English craft bookbinding technique. Foreword by Howard M. Nixon.,
i10836706,"New York : Basic Books, c1977.",338.0973 C663,0,,  -  -    ,0465088147 : $13.95,200 years of American business / Thomas C. Cochran.,X
i10836871,"Oxford ; Elmsford, N.Y. : Pergamon Press, 1977.",333.77 D218,4,1,  -  -    ,0080204015 : $13.00,Land policy and urban growth / by Haim Darin-Drabkin.,X
i10837140,"New York, Atheneum, 1964.",362.1 H334,1,,  -  -    ,,The hospital.,
i10837206,"New York [etc.] McGraw-Hill book company, inc., 1925.",338 W587A,1,,  -  -    ,,"Market analysis, its principles and methods, by Percival White.",
i10837450,"Stroudsburg, Pa. : Dowden, Hutchinson & Ross ; [New York] : distributed by Halsted Press, c1976.",612.3 I43,2,,  -  -    ,879331259,Infant nutrition / edited by Doris H. Merritt.,
i10837747,"New York : American Society of Mechanical Engineers, 1976.",389.15 A512,3,,  -  -    ,,ASME orientation and guide for use of SI (metric) units.,
i10837899,"New York : Putnam, c1976.",364.154 S377,3,,  -  -    ,0399116605 : $12.50,Scapegoat : the lonesome death of Bruno Richard Hauptmann / Anthony Scaduto.,X
i10838302,"New York, Dutton, 1967.",599.88 R465,14,1,  -  -    ,,"The apes: the gorilla, chimpanzee, orangutan, and gibbon; their history and their world.",
i10838314,"Englewood Cliffs, N.J., Prentice-Hall [1966]",327.73 A513P,3,,  -  -    ,,The United States and the Philippines [edited by Frank H. Golay],
i10838739,"New York, McGraw-Hill [1965]",370.15 B518,7,,  -  -    ,,Psychology of learning and teaching [by] Harold W. Bernard.,
i10838867,"Homewood, Ill. : Dow Jones-Irwin, 1976.",332.024 S955,2,,  -  -    ,870941194,How to turn your money into more money quickly and safely / Marcia L. Stigum.,X
i10839100,"Glencoe, Ill., Free Press [1955]",364.36 C678,4,1,  -  -    ,,Delinquent boys; the culture of the gang.,
i10839112,"Monticello, Ill. : Council of Planning Librarians, 1976.",016.711558 A428,4,,  -  -    ,$3.00,"An annotated bibliography on play environments : planning, design, and evaluation / compiled by Patricia R. Boyd Allen, Cherie Kluesing, and Lauri MacMillan ; with introduction by Robert W. Zolomij.",ONLY PRATT
i10839136,"Garden City, N.Y., Doubleday, 1962.",327.73 D737,20,,  -  -    ,,Democracy's manifesto.,
i10839732,"Garden City, N. Y., Doubleday [1958]",220.2 B533,0,,  -  -    ,,A treasury of Biblical quotations.,
i10839902,"New York, Boston, T. Y. Crowell & co. [1895]",331 A22H,1,,  -  -    ,,"Hull-House maps and papers, a presentation of nationalities and wages in a congested district of Chicago, together with comments and essays on problems growing out of the social conditions, by residents of Hull-House, a social settlement at 235 South Halsted street, Chicago, Ill.",
i10839914,"New York, Academic Press, 1964.",544 B462,2,,  -  -    ,,"Identification of materials via physical properties, chemical tests, and microscopy, by A.A. Benedetti-Pichler.",
i10840151,"New York] Pantheon Books [1972, c1971]",301.412 M681,2,,  -  -    ,0394473426 $5.95,Woman's estate.,X
i10840205,"London, Maclaren, 1967.",537.12 W167,4,,  -  -    ,0853340048 32/-,The theory of waveguides and cavities [by] R. A. Waldron.,X
i10840382,"New York, Collier Books [1963]",326 H483,0,,  -  -    ,,The impending crisis of the South: how to meet it.,
i10840394,"Garden City, N.Y. : Doubleday, [1976]",364.152 T477,2,,  -  -    ,,Blood and money / Thomas Thompson.,
i10840497,"New York, Humanities Press [1968]",370.193 S557,3,,  -  -    ,,The sociology of the school [by] M.D. Shipman.,
i10840692,"Baltimore, Johns Hopkins Press, 1965.",324.73 G479,3,,  -  -    ,,The right to vote: politics and the passage of the fifteenth amendment.,
i10840795,"London : Oxford University Press, 1976.",332.41 F597,1,,  -  -    ,0198770855 : L.3.25. 0198770863 pbk.,Inflation / by J. S. Flemming.,X
i10840801,"Oxford, The Clarendon Press, 1936.",312 C311W,1,,  -  -    ,,"World population, past growth and present trends, by A.M. Carr-Saunders.",
i10841064,"New York : Basic Books, c1977.",150.1952 F536,3,,  -  -    ,465073859,The scientific credibility of Freud's theories and therapy / Seymour Fisher & Roger P. Greenberg.,
i10841118,"Cincinnati : Signs of the Times Pub. Co., c1976.",667.3 k86,2,,  -  -    ,911380396,Textile screen printing / by Albert Kosloff.,
i10841155,"London, W. Heinemann; New York, Putnam, 1933-49.",186.1 S518,1,,  -  -    ,,"Sextus Empiricus, with an English translation by R.G. Bury.",
i10841167,"London, W. Heinemann; New York, Putnam, 1933-49.",186.1 S518,1,,  -  -    ,,"Sextus Empiricus, with an English translation by R.G. Bury.",
i10841180,"Prague, Academia; New York, Academic Press, 1967.",512.89 R554,14,,  -  -    ,,Algebraic methods of mathematical logic. Translated by Michael Basch.,
i10841209,"London, Methuen, 1966.",193.2 K16zST,7,,  -  -    ,,The bounds of sense: an essay on Kant's 'Critique of pure reason' [by] P. F. Strawson.,
i10841301,"New York : Academic Press, 1976.",541.22 K47,1,,  -  -    ,124065600,"Molecular connectivity in chemistry and drug research / Lemont B. Kier, and Lowell H. Hall.",X
i10841350,"New York, Columbia Univ. Press, 1949.",155.284 S988,2,,  -  -    ,,Adolescent fantasy; an investigation of the picture-story method of personality study.,
i10841362,"New York, London, The Century co. [c1931]",137 S988,0,,  -  -    ,,"Diagnosing personality and conduct, by Percival M. Symonds ...",
i10841611,"New York, P.A. Struck, 1947.",686.209044 R367,1,,  -  -    ,,Grafika; modern design for advertising and printing.,X
