Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10484437,"New York, Macmillan [1967]",189.4 A618,1,1,  -  -    ,,"The many-faced argument; recent studies on the ontological argument for the existence of God, edited by John Hick and Arthur C. McGill.",
i10484449,"New York, Harcourt, Brace & World [1967]",513.83 M416,5,,  -  -    ,,Algebraic topology: an introduction [by] William S. Massey.,
i10484486,"Bloomington, Indiana University Press [1967-78]",111.1 K47JO,1,,  -  -    ,0253182395 (v. 1),"Soren Kierkegaard's journals and papers. Edited and translated by Howard V. Hong and Edna H. Hong, assisted by Gregor Malantschuk.",X
i10484528,"Garden City, N.Y., Doubleday, 1968 [c1966]",309.142 B915,1,,  -  -    ,,Set in a silver sea.,
i1048453x,"New York, Schocken Books [1968]",155.422 I73,3,,  -  -    ,$4.50,The nursery years; the mind of the child from birth to six years.,X
i10484589,"Chicago, Aldine Pub. Co. [1968]",301.36 S912A,7,,  -  -    ,,The American city; a sourcebook of urban imagery. Edited by Anselm L. Strauss.,
i10484644,"New York, G. Braziller [1968]",320.94391 S249,3,,  -  -    ,,"The ghost of Stalin. Translated from the French by Martha H. Fletcher, with the assistance of John R. Kleinschmidt.",
i10484656,"New York, Interscience Publishers [1968]",538.3 A395,3,,  -  -    ,,Electron paramagnetic resonance; techniques and applications [by] Raymond S. Alger. Illustrated by Ichiro Hayashi.,
i10484668,"New York, Viking Press [1967]",612 G194,7,,  -  -    ,,Mr. Tompkins inside himself; adventures in the new biology [by] George Gamow and Martynas Ycas. With illus. by George Gamow.,
i10484759,"Washington, American Council on Education [1967]",378.1 C129,0,,  -  -    ,,Computers on campus; a report to the President on their use and management [by] John Caffrey [and] Charles J. Mosmann. With illus. by Robert Osborn.,
i10484826,"New York, Wiley [1968]",517.6 C738,3,,  -  -    ,,Computer approximations [by] John F. Hart [and others],
i10484851,"New York, H. Fertig, 1968 [c1930]",320.973 C297,1,,  -  -    ,,The development of American political thought.,
i10484899,"New York, D. McKay Co. [1967]",309.1485 F595,10,,  -  -    ,,The new Sweden; the challenge of a disciplined democracy.,
i10484929,"Berkeley, University of California Press, 1967.",327.42 B775,0,,  -  -    ,,"Britain and the balance of power in North America, 1815-1908.",
i10484991,"New York : Wiley, c1978.",599.011 P442,5,2,  -  -    ,471446378,Peripheral circulation / [edited by] Paul C. Johnson.,
i10485004,"New York, National Bureau of Economic Research; distributed by Columbia University Press, New York, 1968.",336.24 K12,0,,  -  -    ,,Employee compensation under the income tax [by] C. Harry Kahn.,
i10485016,"New York, Grove Press [1968]",335.411 K81,8,,  -  -    ,,Toward a Marxist humanism; essays on the Left today. Translated from the Polish by Jane Zielonko Peel.,
i10485107,"New York, Harper & Row [1963]",331.11 M664,0,,  -  -    ,,How to get an executive job after 40.,ONLY PRATT
i10485119,"New York, Harper [1950]",332.11 K31A12,2,,  -  -    ,837156947,"The ABC of the Federal Reserve System, by the late Edwin Walter Kemmerer and Donald L. Kemmerer.",
i10485168,"New York, Harper [1953]",109 T877G,1,,  -  -    ,,The great philosophers.,
i10485272,"New York, Harcourt, Brace & World [1968]",320.9597 C934,3,,  -  -    ,,The long charade; political subversion in the Vietnam war.,
i10485296,"New York, Wiley, 1950.",530.1 R157M,4,,  -  -    ,,Mathematics of relativity.,
i10485363,"[Washington] Resources for the Future; distributed by Johns Hopkins University Press, Baltimore [1973]",333.92 Z95,3,,  -  -    ,0801815401 $3.50,"The distribution of air quality in the New York region, by Jeffrey M. Zupan.",X
i10485405,"[Cambridge, Mass., Winthrop Publishers [1974]",330.973 D745,0,,  -  -    ,0876268823 0876268815 (pbk.),The twisted dream: capitalist development in the United States since 1776 [by] Douglas F. Dowd.,X
i10485934,"New York, Gordon and Breach Science Publishers [1972]",523.01 P213,6,,  -  -    ,677040008,Space physics and space astronomy [by] Michael D. Papagiannis.,
i10486239,"New York, Harper & Row [1964]",332 C455,2,,  -  -    ,,The economics of money and banking [by] Lester V. Chandler.,
i10486252,"New Haven, Yale University Press, 1961.",332.4 T827,0,,  -  -    ,,Gold and the dollar crisis; the future of convertibility.,
i1048629x,"New York, Julian Press [1964, c1963]",136 H435,3,,  -  -    ,,The five ages of man; the psychology of human history.,
i10486471,"Chicago, Univ. of Chicago Press [1948]",284 T577P,3,,  -  -    ,,"The Protestant era; tr., and with a concluding essay, by James Luther Adams.",
i10486495,"Harborside, Me., Social Science Institute [c1961]",323.44 N354,2,,  -  -    ,,Freedom: promise and menace; a critique on the cult of freedom.,
i10486501,"Secaucus, N.J., Lyle Stuart [1972]",301.41 E47,4,,  -  -    ,,The sensuous person: critique and corrections.,
i10486586,"London, Boston, Routledge & Kegan Paul, 1973.",300 G319,0,,  -  -    ,0710075995 L.3.25,Cause and meaning in the social sciences; edited with a preface by I. C. Jarvie and Joseph Agassi.,X
i10486598,"Boston, Houghton Mifflin company, 1945.",325.73 S817O,1,1,  -  -    ,,"One nation, by Wallace Stegner and the editors of Look.",
i10486653,"New York, Dodd, Mead, 1956.",351.1 A849R,0,,  -  -    ,,Report.,
i10486665,"New York, McGraw-Hill, 1949.",305.8 D254,2,,  -  -    ,,Negroes in American society.,
i10486719,"New York, Octagon Books, 1966 [c1956]",309.151 S957,5,,  -  -    ,,"Chinese social history; translations of selected studies, by E-tu Zen Sun and John de Francis.",
i10486732,"New York, Basic Books [1967]",170 W432,1,,  -  -    ,,Right & wrong; a philosophical dialogue between father and son [by] Paul Weiss and Jonathan Weiss.,
i10487001,"Princeton, N.J., Van Nostrand [1963]",335.4 H498,0,,  -  -    ,,The Soviet crucible; the Soviet system in theory and practice. Edited with introductory notes.,
i10487013,"Princeton, N.J., Princeton University Press, 1964.",335.43 B627,2,,  -  -    ,,Communism and revolution; the strategic uses of political violence. Edited by Cyril E. Black and Thomas P. Thornton.,
i10487128,"New York, Harper & Row [1967]",360.73 W363,33,,  -  -    ,,"U.S. philanthropic foundations; their history, structure, management, and record. With contributions by George M. [sic] Beadle [and others.",
i10487219,"New York, Praeger [1974]",353.03 T915,0,,  -  -    ,$8.95,The Presidency reappraised. Edited by Rexford G. Tugwell and Thomas E. Cronin.,
i10487244,"New York, Saturday Review Press [1974]",320.9749 N881,8,,  -  -    ,841503087,About Paterson; the making and unmaking of an American city.,
i10487268,"New York, Columbia University Press, 1974.",370.193 L782,1,,  -  -    ,231033540,"School, family, and neighborhood: the theory and practice of school-community relations [by] Eugene Litwak and Henry J. Meyer. Cheryl Elise Mickelson, research associate.",
i10487360,"New York, Holt, Rinehart and Winston [1973]",658.403 M143,2,,  -  -    ,30913675,"Information systems administration [by] F. Warren McFarlan, Richard L. Nolan [and] David P. Norton.",
i10487402,"New York, Pantheon Books [c1974]",327.73 S464,2,,  -  -    ,0394481860 0394706706 (pbk.),Remaking Asia; essays on the American uses of power.,X
i10487505,"New York, Published for the Institute of Early American History and Culture at Williamsburg, Va., by Norton [1974]",329.1 A191,0,,  -  -    ,393054993,"Fame and the founding fathers; essays. Edited by Trevor Colbourn, with a personal memoir by Caroline Robbins and a bibliographical essay by Robert E. Shalhope.",
i10487694,"Santa Monica, Calif., Rand, 1973.",384.5547 B141,0,,  -  -    ,,Cable television: a handbook for decisionmaking. Prepared for the National Science Foundation [by] Walter S. Baer.,
i10487700,"Santa Monica, Calif., Rand, 1973.",384.5547 B141,0,,  -  -    ,,Cable television: a handbook for decisionmaking. Prepared for the National Science Foundation [by] Walter S. Baer.,
i10487712,"Santa Monica, Calif., Rand, 1973.",384.5547 B141,2,,  -  -    ,,Cable television: a handbook for decisionmaking. Prepared for the National Science Foundation [by] Walter S. Baer.,
i1048792x,"Beverly Hills, Calif., Sage Publications [c1970]",307.76 U72,0,,  -  -    ,,"Financing the metropolis; public policy in urban economics, edited by John P. Crecine.",
i10488029,"Chicago, American Technical Society [1967]",655.3 K18,0,,  -  -    ,,Graphic arts procedures: the offset processes; includes strike-on and film composition [by] R. Randolph Karch [and] Edward J. Buber.,
i10488078,"Philadelphia, Lippincott [1941]",355 G269A,0,,  -  -    ,,"The army of the future, by General Charles de Gaulle, foreword by Walter Millis.",
i10488091,"Garden City, N.Y., Doubleday, 1967.",309.47 H662,8,,  -  -    ,,The Kremlin's human dilemma; Russia after half a century of revolution [by] Maurice Hindus.,
i1048811x,"New York, University Books [1956]",659.1 B619SE,17,1,  -  -    ,,"Selling color to people; a book on how to sell color in commercial products and advertising to the American public, based on practical methods of consumer research, styling, merchandising, promotion and public relations.",X
i10488236,"London, New York, Longmans, Green 1921.",334 W368,0,,  -  -    ,,The consumers' co-operative movement. By Sidney & Beatrice Webb.,
i10488297,"Beverly Hills, Calif., Sage Publications [c1967]",307.76 U72,1,,  -  -    ,,Urban research and policy planning. Edited by Leo F. Schnore and Henry Fagin.,
i10488303,"Beverly Hills, Calif., Sage Publications [c1967]",307.76 U72,,,  -  -    ,,Urban research and policy planning. Edited by Leo F. Schnore and Henry Fagin.,
i10488509,"Washington, Smithsonian Institution, 1952.",510.8 S744S,0,,  -  -    ,,"Smithsonian logarithmic tables to base e and base 10, prepared by George Wellington Spenceley, Rheba Murray Spenceley and Eugene Rhodes Epperson.",
i10488510,"New York, London, McGraw-Hill Book Company, inc., 1943.",330.973 H316P,3,,  -  -    ,,"Postwar economic problems, edited by Seymour E. Harris ...",
i10488613,"New York, Random House [1974]",301.444 M322,0,,  -  -    ,394465148,"Engels, Manchester, and the working class.",
i10488662,"Cambridge, Harvard University Press, 1973.",378.73 P271,2,,  -  -    ,674029208,"The American university [by] Talcott Parsons and Gerald M. Platt, with the collaboration of Neil J. Smelser. Editorial associate: Jackson Toby.",
i10488686,"New York, Time-Life Books [1973]",500 W177,1,,  -  -    ,,"The Great Divide, by Bryce S. Walker, and the editors of Time-Life Books.",
i1048873x,"New York, American Society of Mechanical Engineers [1969]",532.05 A512C,2,,  -  -    ,,Cavitation state of knowledge. Edited by J. M. Robertson [and] G. F. Wislicenus.,
i10488807,"New York, Sheed & Ward [1959]",282.73 S311A,0,,  -  -    ,,American Catholics; a Protestant-Jewish view [by] Stringfellow Barr [and others] With an afterword by Gustave Weigel. Edited by Philip Scharper.,
i10488996,"New York, Johnson Reprint Corp., 1967 [c1966]",501 W562P2,0,,  -  -    ,,"The philosophy of the inductive sciences, founded upon their history. A facsim. of the 2d ed., London, 1847, with a new introd. by John Herivel.",
i10489009,"New York, Johnson Reprint Corp., 1967 [c1966]",501 W562P2,0,,  -  -    ,,"The philosophy of the inductive sciences, founded upon their history. A facsim. of the 2d ed., London, 1847, with a new introd. by John Herivel.",
i10489101,"Roma, C. Bestetti [1962-64]",391 A124,0,,  -  -    ,,"Abbigliamento e costume nella pittura italiana. [Introd., testi didascalici e annotazioni alle tavole di Ferruccia Cappi Bentivegna]",
i10489228,"New York, Longmans, Green & Co., 1941.",137 T519P,4,,  -  -    ,,"Personality and life, a practical guide to personality improvement, assisted by Jay N. Holliday.",
i10489472,"New York, Arco Pub. Co. [1966]",332.4 T235,4,,  -  -    ,,The U. S. Mint and coinage; an illustrated history from 1776 to the present. Foreword by Gilroy Roberts.,
i10489599,"Firenze, Istituto di edizioni artistiche [1964]",016.75 A411,0,,  -  -    ,,Pitture di venti secoli; peintures de vingt siecles; paintings of twenty centuries.,
i10489617,"New York, London, McGraw-Hill Book Company, Inc., 1941.",311.2 M131E,3,,  -  -    ,,"Elementary social statistics, by Thomas Carson McCormick ...",
i10489782,"Los Angeles, Nash Pub. [1973]",347.73 A827,14,,  -  -    ,0840213166 $7.95,"The finest judges money can buy, and other forms of judicial pollution, by Charles R. Ashman.",X
i10489927,"Chicago, Ill., University of Chicago Press [1936]",378 H974,0,,  -  -    ,,"No friendly voice, by Robert Maynard Hutchins.",
i10489976,"New York, W. W. Norton [1949]",224 H217S,3,,  -  -    ,,Spokesmen for God; the great teachers of the Old Testament.,
i1048999x,"London, Methuen; distributed by Harper & Row Publishers, inc., Barnes and Noble Import Division [1973]",511.3 M233,1,,  -  -    ,0416774407 0416781004 (pbk.) L.2.00 ($7.00 U.S.),Topics in modern logic [by] D. C. Makinson.,X
i10490012,"Chicago, Science Research Associates [1953]",428.4 W832,1,,  -  -    ,,How to become a better reader.,
i1049005x,"New York, Academic Press, 1966.",512.82 O85S2,1,,  -  -    ,,Solution of equations and systems of equations [by] A. M. Ostrowski.,
i10490085,"New York, Rinehart & Company, inc. [1946]",311.2 S648S,1,,  -  -    ,,"A simplified guide to statistics, for psychology and education, by G. Milton Smith ...",
i10490334,"Cambridge, Mass., Addison-Wesley Press, 1950.",330.8 C625,0,,  -  -    ,,Readings in economic analysis.,
i10490346,"Cambridge, Mass., Addison-Wesley Press, 1950.",330.8 C625,2,,  -  -    ,,Readings in economic analysis.,
i10490358,[New York? c1950],332.2 B496G,0,,  -  -    ,,"Growth of an ideal, 1850-1950; the story of the Manhattan Savings Bank.",X
i10490425,"San Francisco, Ramparts Press [1973]",071 V774,3,,  -  -    ,0878670343 0878670351 (pbk.) $10.00,"Voices of a Black nation; political journalism in the Harlem renaissance, edited by Theodore G. Vincent. Foreword by Robert Chrisman.",X
i10490462,"Englewood Cliffs, N.J., Prentice-Hall [1974]",301.155 H396,8,,  -  -    ,137969120,"The search for community power, edited by Willis D. Hawley [and] Frederick M. Wirt.",
i10490516,"Boston, Little, Brown [1974]",326 F655,0,,  -  -    ,316287008,"Time on the cross; the economics of American Negro slavery, by Robert William Fogel and Stanley L. Engerman.",
i1049053x,"Englewood Cliffs, N.J., Prentice-Hall [1974]",691 H814,1,,  -  -    ,135608961,Materials and methods for contemporary construction [by] Caleb Hornbostel [and] William J. Hornung.,
i10490875,"New York and London, Harper & Brothers, 1936.",332.11 W433,0,,  -  -    ,,"The new federal reserve system; the board assumes control, by Rudolph L. Weissman...",
i10491120,"New York, The Century Co. [c1933]",370.1 K48E2,9,,  -  -    ,,The educational frontier [by] William H. Kilpatrick and others.,
i10491144,[New York] New American Library [c1952],330.15 S722,1,,  -  -    ,,Ideas of the great economists.,
i10491429,"New York, Harper's Magazine Press [1974]",342.02 T915,1,,  -  -    ,61282251,"The emerging Constitution, by Rexford G. Tugwell.",
i10491685,"New Haven, Yale University Press, 1973.",384.55 M528,6,,  -  -    ,0300016549 0300017073 (pbk.) $1.95,Children's television; the economics of exploitation [by] William Melody.,X
i10491776,"Philadelphia, Saunders, 1967.",541.28 P333,1,,  -  -    ,,Alternant molecular orbital method.,X
i10491788,"Garden City, N.Y., Anchor Press [1973]",301.14 S399,8,,  -  -    ,0385088930 $6.95;0385088957,The responsive chord.,X
i10491867,"New York, Harper [1957]",371.1 S856T,2,,  -  -    ,,The teacher's role in American society.,
i10491934,"New York, Macmillan, 1917.",327.73 R659F,0,,  -  -    ,,"The foreign policy of Woodrow Wilson, 1913-1917, by Edgar E. Robinson and Victor J. West.",
i10491946,"New York, G. Braziller [1966]",325.1 H236,0,1,  -  -    ,,"Children of the uprooted, selected and edited with an introd. and notes by Oscar Handlin.",
i10491971,"New York, Appleton-Century-Crofts [1965]",155.018 S559,0,,  -  -    ,,Research methods in personality [by] Franklin C. Shontz.,X
i10492124,"San Francisco, Jossey-Bass, 1972.",378.73 I26,6,,  -  -    ,875891446,"Beyond academic departments; [the story of institutes and centers, by] Stanley O. Ikenberry [and] Renee C. Friedman.",
i10492318,"New York, Praeger Publishers [1974]",375.325 G472,3,,  -  -    ,,"Black studies programs in public schools [by] Raymond H. Giles, Jr.",
i1049232x,"New York, Harper & Row [1974]",301.421 S775,1,,  -  -    ,60139749,All our kin: strategies for survival in a Black community [by] Carol B. Stack.,
i10492343,"New York, Macmillan [1974]",658 F973,2,,  -  -    ,23399902,The new management [by] Robert M. Fulmer.,
i10492380,[New York] Sheed and Ward [1973],155.93 C973,4,,  -  -    ,083620543X $5.95,The place where the world ends; a modern story of cannibalism and human courage.,X
i10492422,"New York, Dutton, 1974.",339 W347,0,,  -  -    ,525220305,"The ""Titanic"" effect: planning for the unthinkable [by] Kenneth E. F. Watt.",
i10492616,"Washington, American Chemical Society, 1973.",610.28 C5171,8,,  -  -    ,084120179X,"Chemical engineering in medicine; a symposium sponsored by the Division of Industrial and Engineering Chemistry at the 162nd meeting of the American Chemical Society, Washington, D.C., Sept. 13-14, 1971. Daniel D. Reneau, symposium chairman.",X
i10492707,"New York, Grune & Stratton, 1944.",616.8582 L747,1,,  -  -    ,,"Rebel without a cause; the hypnoanalysis of a criminal psychopath, by Robert M. Lindner ... Introduction by Sheldon Glueck ... and Eleanor T. Glueck ...",
i10493062,"New Brunswick, N.J., Rutgers University Press, 1957.",378.73 S351L,1,,  -  -    ,,The liberal arts college; a chapter in American cultural history.,
i10493189,"Indianapolis, Bobbs-Merrill [1953]",378.73 E12A,0,,  -  -    ,,"Academic procession; an informal history of the American college, 1636 to 1953.",X
i10493207,"Boston, Beacon Press [1966]",282 B643P,1,,  -  -    ,,Paul Blanshard on Vatican II.,
i10493700,"New York, Atherton Press, 1966 [c1965]",370.1 M512,4,,  -  -    ,836925653,Education between two worlds.,
i10493724,"Reading, Mass., Addison-Wesley Pub. Co. [1958]",531 S439M,7,,  -  -    ,,"Mechanics, wave motion, and heat.",X
i10493785,"Warsaw, Polonia Publishing House, 1959.",378.438 P768P,0,,  -  -    ,,Polish universities [by] Zofia Skubala [and] Zbigniew Tokarski.,
i10493943,"Princeton, Published for the National Bureau of Economic Research: New York, by Princeton University Press, 1954.",330.4 B967F,0,,  -  -    ,,The frontiers of economic knowledge; essays.,
i10494029,"New York, Philosophical Library [1962]",370.1 O77,4,,  -  -    ,,Philosophy of teaching.,
i10494121,"London, Cambridge U.P., 1967.",530.11 P965,5,1,  -  -    ,32/6,"The logic of special relativity, by S.J. Prokhovnik.",
i10494157,"New York, Farrar, Straus, 1949.",370.1 K14E,0,,  -  -    ,,"The education of free men, an essay toward a philosophy of education for Americans.",
i10494327,"London, Hilger & Watts [1966]",539.1 A845,0,,  -  -    ,42/-,Introduction to electron spin resonance [by] H.M. Assenheim.,
i10494418,"New York, Morrow, 1950.",070.50942 C344F,0,1,  -  -    ,,Just as it happened.,X
i10494819,"Springfield, Ill., C.C. Thomas [1966]",378.1971 N692,0,,  -  -    ,,"Mental health for students; a guide for adjusting to college, by Arthur G. Nikelly.",
i10494972,"New York, Harper & Row [1974]",378.015 G162,20,,  -  -    ,60114029,Campus in crisis [by] Buell G. Gallagher.,
i10494984,"New York, Harper & Row [1974]",378.015 G162,0,,  -  -    ,60114029,Campus in crisis [by] Buell G. Gallagher.,
i10495137,"Danville, Ill., Interstate Printers & Publishers [1973]",378.12 B736,0,,  -  -    ,,"The faculty in higher education, by Deane G. Bornheimer, Gerald P. Burns [and] Glenn S. Dumke.",
i10495393,"New York, Free Press [1974]",150.1943 C295,8,,  -  -    ,29053102,The Skinner primer: behind freedom and dignity.,X
i10495526,"New York, McGraw-Hill [1974]",310 R348,1,,  -  -    ,0070517770 $8.95,The figure finaglers [by] Robert S. Reichard.,X
i10495551,"New York, Time-Life Books [1973]",500 F297,3,,  -  -    ,,"The bayous, by Peter S. Feibleman and the editors of Time-Life Books.",
i10495708,"New York, Macmillan [1966]",512.81 G878,2,,  -  -    ,,Topics from the theory of numbers.,
i10495812,"New York, Science History Publications [1973]",522.6 H615,7,,  -  -    ,0882020277 $8.95,"The evolution of radio astronomy, by J. S. Hey.",X
i10495939,"New York, Viking Press, 1948.",330 S722I,0,,  -  -    ,,Introduction to economic science.,
i10495940,"New York, Cincinnati, American Book Company [c1939]",371.1 E49A,7,,  -  -    ,083713921X,"The American teacher; evolution of a profession in a democracy, by Willard S. Elsbree.",
i10496026,"New York, Holt, Rinehart and Winston [1960]",537 D836E,2,,  -  -    ,,Electricity and magnetism.,
i10496038,"New York, Columbia University Press, 1955.",378.121 M152A,0,,  -  -    ,,Academic freedom in our time.,
i10496166,Washington [1957],378 E24H,0,,  -  -    ,,Higher education in a decade of decision.,
i1049635x,"London, George Allen & Unwin [1962]",150.9 B845,3,,  -  -    ,,History of psychology. Edited and abridged by R. S. Peters.,
i10496373,"New York, Macmillan, 1947.",371.3 F955U,0,,  -  -    ,,"Unseen harvests, a treasury of teaching; ed. by Claude M. Fuess and Emory S. Basford.",
i10496403,"New York, Harper [1958]",378.01 T253C,1,,  -  -    ,,The climate of learning; a constructive attack on complacency in higher education. Foreword by Archibald W. Anderson.,
i10496439,"Princeton, N.J., Van Nostrand [1960]",537.1 M818F,1,,  -  -    ,,"Foundations of electrodynamics, by Parry Moon and Domina Eberle Spencer.",X
i10496464,New York] Picture House Press [1966],033.1 B565,3,,  -  -    ,,"Bettmann portable archive; a graphic history of almost everything, presented by way of 3,669 illustrations culled from the files of the Bettmann archive, topically arranged and cross-referenced to serve as an idea stimulator and image finder. [Editor: Otto L. Bettmann.",
i10496518,"New York, W. A. Benjamin, 1964.",539.721 G319,1,,  -  -    ,,"The eightfold way [ a review, with a collection of reprints, by] Murray Gell-Mann [and] Yuval Ne'eman.",
i10496543,"New York, International Universities Press [1967, c1962]",155.422 P969,4,,  -  -    ,,Infants in institutions; a comparison of their development with family-reared infants during the first year of life [by] Sally Provence [and] Rose C. Lipton. Pref. by Milton J. E. Senn.,
i10496701,"New York, Macmillan [1973]",362.7 F679,5,,  -  -    ,$6.95,Somewhere a child is crying; maltreatment--causes and prevention [by] Vincent J. Fontana.,
i10496737,"Homewood, Ill., Published for the American Economic Association and The Royal Economic society, by R. D. Irwin [c1954]",330 W221,1,,  -  -    ,,"Elements of pure economics; or, The theory of social wealth, translated by William Jaffe.",
i10496762,"London, K. Paul, Trench, Trubner, 1930.",270.5 F621,4,,  -  -    ,,The decline of the medieval church by Alexander Clarence Flick.,
i10496907,"Cambridge, Mass., Harvard University Press, 1934.",330.1 S393,5,,  -  -    ,,"The theory of economic development; an inquiry into profits, capital, credit, interest, and the business cycle, by Joseph A. Schumpeter ... translated from the German by Redvers Opie ...",
i10497018,"Rutherford, N.J., Fairleigh Dickinson University Press, 1964.",378.1 S289M,2,,  -  -    ,,Multiple campuses.,X
i1049702x,"New York, Harper [1956]",378.73 T747C,2,,  -  -    ,,College freshmen speak out. Prepared for the Committee on School and College Relations of the Educational Records Bureau. Foreword by Burton P. Fowler.,
i10497043,"New York, Columbia University Press, for the Commission on Financing Higher Education, 1952.",378.73 H741W,0,,  -  -    ,,Who should go to college. With a chapter on the role of motivation in attendance at post-high-school educational institutions by Robert J. Havighurst and Robert R. Rodgers.,X
i10497055,"Athens, Ohio, American Association of Collegiate Registrars and Admissions Officers [1957]",378.1962 R964,0,,  -  -    ,,"Manual for studies of space utilization in colleges and universities, by John Dale Russell and James I. Doi. Prepared for and in cooperation with the Committee on Enrollment Trends and Space Utilization of the American Association of Collegiate Registrars and Admissions Officers.",
i10497067,"New York, Octagon Books, 1964 [c1951]",335.1 U36,0,,  -  -    ,,Philosophical foundations of English socialism [by] Adam B. Ulam.,
i10497079,"New York, Harper [1961]",378.155 C287,2,,  -  -    ,,Graduate education; a critique and a program.,
i10497146,"New York, Putnam [1952]",301.15 W422N,4,,  -  -    ,,The need for roots; prelude to a declaration of duties toward mankind. Translated by Arthur Wills. With a pref. by T. S. Eliot.,X
i10497158,"New York, Macmillan [1965]",371 M651,32,,  -  -    ,,The public administration of American school systems.,
i10497304,"New York and London, McGraw-Hill, 1938.",378.113 L793ST,3,,  -  -    ,,"A student personnel program for higher education, by Esther McD. Lloyd-Jones...and Margaret Ruth Smith...",
i10497341,"New York, Harcourt, Brace and Howe, 1920.",330 T234A,2,,  -  -    ,,"The acquisitive society, by R. H. Tawney ...",
i10497377,"Princeton, N.J., Princeton University Press, 1964.",539.721 S158,0,,  -  -    ,,"Invariance principles and elementary particles, by J. J. Sakurai.",
i10497390,[New York] Reynal [1967],378.42 O98,2,,  -  -    ,,Oxford [by] Felix Markham. Introd. by C. M. Bowra. Photos. by Penny Tweedie. Notes on illus. by Ian Lowe.,
i10497614,"New York, Reinhold [1959]",658.54 R849,0,,  -  -    ,,Work measurement.,
i10497651,"New York, McGraw-Hill [1963]",658.018 P989,1,,  -  -    ,,"Unified operations management; a practical approach to the total systems concept [by] Arnold O. Putnam, E. Robert Barlow [and] Gabriel N. Stilian.",
i10497687,"Boston, Little, Brown [1963]",371.32 N427,1,,  -  -    ,,"The censors and the schools, by Jack Nelson and Gene Roberts, Jr.",
i10497729,"New York, Hill and Wang [1973]",338.88 T948,12,,  -  -    ,0809071592 $8.95,Multinational companies and the third world.,X
i10497730,"Claremont, Calif. [Published by Claremont College for the five associated colleges at Claremont] 1957.",339 C953W,1,,  -  -    ,,The wealth and poverty of nations. Foreword by Homer D. Crotty.,
i1049778x,"Waltham, Mass. Blaisdell [1964]",530.028 B518,0,,  -  -    ,,Laboratory experiments in college physics.,X
i10497900,"Berkeley, University of California Press, 1962.",196 U54zF,3,,  -  -    ,,"Unamuno, a philosophy of tragedy. Translated by Philip Silver.",
i10497997,"Boston, Little, Brown, 1932 [c1928]",308 A215,3,,  -  -    ,,Jeffersonian principles and Hamiltonian principles. Extracts from the writings of Thomas Jefferson and Alexander Hamilton. Selected and edited by James Truslow Adams.,
i10498229,"Ames, Iowa State University Press [1963]",377.1 B688,2,1,  -  -    ,,"The Bible, religion, and the public schools.",
i10498254,"Reading, Mass., Addison-Wesley Pub. Co. [1965]",516 H925,9,,  -  -    ,,Vector geometry [by] James A. Hummel.,
i10498266,[New York] Macmillan [1969-70],153.15 M392,2,,  -  -    ,,"Learning. Melvin H. Marx, editor.",
i1049831x,"Chapel Hill, The University of North Carolina Press, 1945.",378.73 N864S,0,,  -  -    ,836929160,"A State university surveys the humanities, edited with a foreword by Loren C. MacKinney, Nicholson B. Adams [and] Harry K. Russell.",
i10498692,"Westport, Conn. : Greenwood Press, [1978] c1963.",364.9 H624,11,,  -  -    ,313201986,The roots of evil : a social history of crime and punishment / Christopher Hibbert.,
i10498709,"New York, United Nations, 1973.",694.6 U58,9,,  -  -    ,$3.50,The prefabrication of wooden doors and windows.,X
i10498813,"Stanford, Calif., Stanford University Press, 1961.",517.88 L695,0,,  -  -    ,,Tables of the hypergeometric probability distribution [by] Gerald J. Lieberman [and] Donald B. Owen.,
i10498916,"Garden City, N.Y., Doubleday, 1968.",577.011 B868,4,1,  -  -    ,,Thus life began. Illustrated by Howard S. Friedman.,
i10499015,"[White Plains? N.Y., 1960]",374.22 N277,0,,  -  -    ,,"A study of participants in the Great books program, 1957, by National Opinion Research Center: James A. Davis, senior study director, with the assistance of Lathrop Vickery Beale [and] Ruth Ursula Gebhard.",
i10499027,"New York, W.W. Norton [1954]",170 R781I,1,,  -  -    ,,It seems to me.,
i10499039,"New York, E. P. Dutton & Company, inc., 1947.",378.747 C775C,3,,  -  -    ,,"Columbia, colossus on the Hudson, by Horace Coon.",
i10499040,"[White Plains? N.Y., 1960]",374.2 H647C,18,,  -  -    ,,A comparative study of lecture and discussion methods.,
i10499106,"New York, Simon and Schuster [1974, c1973]",329.025 T371,0,,  -  -    ,0671216015 $8.95,Who shakes the money tree? American campaign financing practices from 1789 to the present.,X
i10499222,"New York, Interscience Publishers [1965]",541.2254 C345,0,,  -  -    ,,Oxidation-reduction polymers; redox polymers [by] Harold G. Cassidy and Kenneth A. Kun.,
i10499301,"Westminster, Md., Newman Press, 1964.",379 W259,0,,  -  -    ,,"Federal aid to private schools, by Leo R. Ward.",
i10499313,"New York, Columbia University Press, for the Commission on Financing Higher Education, 1952.",379.12 A972F,4,,  -  -    ,,The Federal Government and financing higher education.,
i10499441,"Worcester, Mass., Clark University Press, 1957.",152.7 W252,9,,  -  -    ,,Perceptual development; an investigation within the framework of sensory-tonic field theory [by] Seymour Wapner and Heinz Werner.,
i10499477,"New York, Hermitage House, 1954.",378.781 D295,0,,  -  -    ,,A place of light; the story of a university presidency [by] Clarence R. Decker [and] Mary Bell Decker.,
