Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10099323,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",658.26 M216,9,,  -  -    ,132470233,"Efficient energy management : methods for improved commercial and industrial productivity / Harold P. Mahon, Miklos G. Kiss, Hans J. Leimer.",ONLY PRATT,,
i10099396,"Ann Arbor, Mich. : Ann Arbor Science, c1982.",660.283 A992,6,,  -  -    ,0250404788 : $69.95,"Chemical and process equipment design : vessel design and selection / by David S. Azbel, Nicholas P. Cheremisinoff.",X,,
i10099657,"New York, NY : The Center, c1981.",353.031 R383,1,,  -  -    ,0938204033;0938204041 (pbk.),The presidency and information policy / Harold C. Relyea ; with Larry S. Berman ... [et al.] ; foreword by R. Gordon Hoxie ; sponsored by Center for the Study of the Presidency.,X,,
i10099682,"New York : Van Nostrand Reinhold, c1983.",686.2254 V283,1,,  -  -    ,0442290373 (pbk.),Instant-printing art / Rod Van Uchelen.,X,,
i10099700,"New York : Wiley, c1983.",001.6443 C7384,17,,  -  -    ,0471872873 : $29.95 (est.),Computer image generation / edited by Bruce J. Schachter.,X,,
i10099803,"New York : McGraw-Hill, c1983.",660.2995 T185,2,,  -  -    ,0070628718 : $36.95,Catalytic reactor design / M. Orhan Tarhan.,X,,
i10100052,"Ann Arbor, University of Michigan Press [1962]",321.8 B918,1,,  -  -    ,,"The calculus of consent, logical foundations of constitutional democracy [by] James M. Buchanan and Gordon Tullock.",,,
i10100167,"Arlington, Va. : American Federation of Information Processing Societies, c1981.",384.1 A257,6,,  -  -    ,,"Electronic mail and message systems : technical and policy perspectives : proceedings of the AFIPS Workshop on Technical and Policy Issues in Electronic Mail and Message Systems / edited by Robert E. Kahn, Albert Vezza, Alexander D. Roth.",ONLY PRATT,,
i10100337,"New York : Van Nostrand Reinhold, c1983.",651.82 F757,2,,  -  -    ,0442227175 (pbk.) : $17.50,"Word processing for executives and professionals / Timothy R.V. Foster, Alfred Glossbrenner.",X,,
i10100453,"Princeton, N.J. : Princeton University Press, c1983.",320.985 P769,9,,  -  -    ,0691076480 : $40.00;0691022143 (pbk.) : $7.95,The Peruvian experiment reconsidered / edited by Cynthia McClintock and Abraham F. Lowenthal.,X,,
i10100854,"London ; New York : Chapman and Hall, c1982.",519.82 N545,5,,  -  -    ,0412245000 : $25.00,Applications of queueing theory / G.F. Newell.,X,,
i10100957,"New York, N.Y. : American Management Associations, c1983.",651.5 D537,32,,  -  -    ,814457290,Records management : a practical guide / Susan Z. Diamond.,X,,
i10101081,"London, Macmillan, 1961.",338.98 I61,0,,  -  -    ,,Economic development for Latin America; proceedings of a conference held by the International Economic Association. Edited by Howard S. Ellis assisted by Henry C. Wallich.,,,
i10101251,"Englewood Cliffs, N.J. : Prentice-Hall, 1982, c1981.",651.84 A672,0,,  -  -    ,0138107963 : $18.95;0138107882 (pbk.),Simplifying microcomputer-based product design with special development equipment / Tod Archer.,X,,
i10101305,"New York : Harper & Brothers, 1943.",301.451 J667P,0,,  -  -    ,,Patterns of Negro segregation / Charles S. Johnson.,,,
i10101664,"Englewood Cliffs, NJ : Prentice-Hall, c1983.",621.381958 F375M,0,,  -  -    ,0135685192 :,"Measurement and tuning of computer systems / Domenico Ferrari, Giuseppe Serazzi, Alessandro Zeigner.",X,,
i10101950,"New York, N.Y., U.S.A. : Praeger, 1983.",651.82 C975,1,,  -  -    ,0030629098 : $22.95,Word processing : first step to the office of the future? / Kathleen Foley Curley.,X,,
i10101986,"[Washington, D.C.] : The Society, c1982.",500 F935,14,,  -  -    ,087044414X : $6.95;0870444190 (lib. bdg.) : $8.50,"Frontiers of science : on the brink of tomorrow / prepared by the Special Publications Division, National Geographic Society ; [contributing authors, Derek DeSolla Price ... [et al.].",X,,
i10102322,"New York : Reader's Digest Press, c1978.",309.173 S596,0,,  -  -    ,70573786,A time for truth / William E. Simon.,,,
i10102346,"New York : J. Wiley, c1983.",621.4 S713,13,,  -  -    ,0471088722 : $30.95 (est.),Energy conversion systems / Harry A. Sorensen.,X,,
i10102462,"New York, N.Y. : Thames and Hudson, 1982.",398.4 M876,16,,  -  -    ,0500233543 : $14.95,A Venetian bestiary / Jan Morris.,X,,
i10102723,"Blue Ridge Summit, Pa. : Tab Books, c1983.",530.11 G446,35,,  -  -    ,0830605053 : $18.95;0830615059 (pbk.) : $10.95,Understanding Einstein's theories of relativity : man's new perspective on the cosmos / by Stan Gibilisco.,X,,
i10102759,"Blue Ridge Summit, Pa. : Tab Books, c1983.",621.381953 M329,7,,  -  -    ,0830601392 : $19.95;0830615393 (pbk.) : $13.95,Troubleshooting & repairing personal computers / by Art Margolis.,X,,
i10102802,"St. Paul : West Pub., c1983.",001.6424 G741,23,,  -  -    ,0314696512 (pbk.) : $10.95,Introduction to PASCAL / Neill Graham.,ONLY PRATT,,
i10102851,"New York : Van Nostrand Reinhold, c1984.",507 P952,9,,  -  -    ,442282273,Finding answers in science and technology / Alice Lefler Primack.,X,,
i10103181,"Blue Ridge Summit, Pa. : Tab Books, c1983.",621.381958 L525,13,,  -  -    ,0830605010 : $21.95;0830615016 (pbk.) : $14.95,The handbook of microcomputer interfacing / by Steve Leibson.,X,,
i10103302,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",001.64404 D431M,21,,  -  -    ,0135497663 : $21.95;0135497582 (pbk.) : $14.95,"A manager's guide to local networks / Frank J. Derfler, Jr., William Stallings.",X,,
i10103338,"Cambridge [Eng.] At the University Press, 1966-1969.",420.8 B694,0,,  -  -    ,,"The English language: essays by English and American men of letters, 1490-1839; selected and edited by W. F. Bolton.",,,
i1010334x,"Cambridge [Eng.] At the University Press, 1966-1969.",420.8 B694,1,,  -  -    ,,"The English language: essays by English and American men of letters, 1490-1839; selected and edited by W. F. Bolton.",,,
i10103545,"Budapest, Vajna, c1937.",390 P328P,3,,  -  -    ,,The pearly bouquet (Gyongyosbokreta).,X,,
i1010365x,"New York, H. Holt and company [c1931]",387 V752,7,,  -  -    ,,"Vanished fleets; ships and men of old Van Diemen's land, by A. J. Villiers...",,,
i10103910,"New York, McGraw-Hill [1967]",330 S193E7,7,,  -  -    ,,Economics; an introductory analysis [by] Paul A. Samuelson.,,,
i10104082,"Feltham, Middlesex : Published for Country Life Books by Hamlyn, 1968, c1965.",598.2942 E21,30,,  -  -    ,,"Birds of town and village / paintings by Basil Ede ; text by W.D. Campbell ; foreword by Prince Philip, Duke of Edinburgh.",ONLY PRATT,,
i10104112,"Boston, Little, Brown [1954]",192.9 W592D,7,,  -  -    ,,"Dialogues of Alfred North Whitehead, as recorded by Lucien Price.",,,
i10104288,"New York : Wiley, c1983.",658.054 C357,1,,  -  -    ,471875945,"Catching up with the computer revolution / Lynn M. Salerno, editor.",X,,
i10104306,"Harmondsworth, Middlesex, England ; New York, N.Y. : Penguin Books, 1983.",331.25 O51J,0,,  -  -    ,0140465448 (pbk.),The job-sharing handbook / by Barney Olmsted and Suzanne Smith.,X,,
i10104355,"New York : McGraw-Hill, c1984.",519.4 P116,7,1,  -  -    ,0070480575 : $44.50,Handbook of numerical analysis applications : with programs for engineers and scientists / Jaroslav Pachner.,X,,
i10104367,"Englewood Cliffs, N.J. : Prentice-Hall International, c1983.",001.6424 P978,4,,  -  -    ,0135952158 (pbk.) : $16.00,Modern methods for COBOL programmers / John Pugh and Doug Bell.,ONLY PRATT,,
i10104847,"New York, N.Y. : Chemical Engineering, c1983.",660.284292 O44,1,,  -  -    ,76067149,Fluid mixing technology / James Y. Oldshue.,X,,
i10105463,"New York : Van Nostrand Reinhold, c1983.",657.869 L269,4,,  -  -    ,442260059,"Profitability accounting and bidding strategy for engineering and construction management / Hans J. Lang, Michael DeCoursey.",X,,
i10105694,"Notre Dame : University of Notre Dame Press, c1983.",338.972 G698,7,,  -  -    ,0268013551 : $16.95;026801356X (pbk.) : $8.95,"Mexico, development strategies for the future / Denis Goulet.",X,,
i10106042,"Berkeley : University of California Press, c1983.",330 A465,1,,  -  -    ,0520049349;0520049837 (pbk.),Political economics / James E. Alt and K. Alec Chrystal.,X,,
i10106352,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",658.5 D325,2,,  -  -    ,0135025591;0137243367 (lib. bdg.),Production and inventory management in the technological age / Paul Deis.,X,,
i10106546,"Indianapolis, Hollenbeck Press [c1898-1908]",305.4 A628H,0,,  -  -    ,,"The life and work of Susan B. Anthony; including public addresses, her own letters and many from her contemporaries during fifty years, by Ida Husted Harper. A story of the evolution of the status of woman.",,,
i10106558,"Indianapolis, Hollenbeck Press [c1898-1908]",305.4 A628H,0,,  -  -    ,,"The life and work of Susan B. Anthony; including public addresses, her own letters and many from her contemporaries during fifty years, by Ida Husted Harper. A story of the evolution of the status of woman.",,,
i10107411,"New York : Continuum, 1983, c1978.",374.966 F912,5,,  -  -    ,826401368,Pedagogy in process : the letters to Guinea-Bissau / Paulo Freire ; translated by Carman St. John Hunter.,,,
i10107484,"Chichester : Ellis Horwood ; New York : Halsted Press [distributor], 1983.",620.0042 I71,12,1,  -  -    ,0853122717 (lib. bdg.) : $L.19.50;085312440X (student ed.);0470274158 (Halsted Press : student ed.);0470274147 (Halsted Press : lib. bdg.),Finite element primer / Bruce Irons and Nigel Shrive.,ONLY PRATT,,
i10107496,"Cambridge, Mass. : Harvard University Press, 1983.",305.8 G553,6,,  -  -    ,0674268520 (alk. paper) : $20.00,"Ethnic dilemmas, 1964-1982 / Nathan Glazer.",X,,
i10107514,"Washington, D.C. : Smithsonian Institution Press, 1983.",388.3 H752,0,,  -  -    ,874745225,"Stagecoach East : stagecoach days in the East from the Colonial period to the Civil War / Oliver W. Holmes, Peter T. Rohrbach.",X,,
i10108026,"New Delhi : Wiley Eastern ; New York : Halsted Press, c1985.",515.35 J25,3,,  -  -    ,0470273895 (U.S.),Numerical solution of differential equations / M.K. Jain.,,,
i10108087,"New York : M. Dekker, c1983.",670.427 R385,4,,  -  -    ,824718364,"Interface technology for computer-controlled manufacturing processes / Ulrich Rembold, Karl Armbruster, Wolfgang Ulzmann.",X,,
i10108105,"Chichester [West Sussex] ; New York : Wiley, c1984.",620.0042 D533,8,,  -  -    ,0471901105 : $36.00,The finite element method displayed / Gouri Dhatt and Gilbert Touzot ; translated by Gilles Cantin.,X,,
i10108610,"New York : Van Nostrand Reinhold Co., 1982.",621.381 A627,20,,  -  -    ,442282540,"The Electronic epoch / Elizabeth Antebi ; scientific advisors, Pierre Aigrain ... [et al.].",X,,
i10108671,"Basel : Holbein-Verlag, [1941]",411 T879G,0,,  -  -    ,,Geschichte der Schrift in Bildern / Jan Tschichold.,,,
i1010883x,"New York : Wiley, c1983.",657.453 P465,46,,  -  -    ,0471865265 : $34.95 (est.),Ensuring data base integrity / William E. Perry.,X,,
i1010897x,"New York : Basic Books, c1983.",659.1 P825,8,,  -  -    ,0465043259 : $18.95,The making of modern advertising / Daniel Pope.,X,,
i10108981,"New York : Holt, Rinehart and Winston, [1983], c1982.",523.46 C777,7,,  -  -    ,0030616883 : $19.95,"Imaging Saturn : the Voyager flights to Saturn / Henry S.F. Cooper, Jr.",X,,
i10109201,"New York, NY : Praeger, 1983, c1982.",341.734 G618,2,,  -  -    ,0030637090 (pbk.) : $29.95 (est.),Arms control agreements : a handbook / Jozef Goldblat.,X,,
i10109353,"New York : G. Braziller, 1983.",069 L481P,1,,  -  -    ,080761064X : $20.00,"Past, present, East and West / Sherman E. Lee.",X,,
i10109365,"London : Croom Helm ; New York : St. Martin's Press, 1983.",327.174 T742,8,,  -  -    ,070992416X;0312049455 (St. Martin's Press) : $27.50 (est.),Arms control and East-West relations / Philip Towle.,X,,
i10110069,"Beverly Hills : Sage Publications, c1983.",363.58 G786,9,1,  -  -    ,803919913,The Great housing experiment / edited by Joseph Friedman and Daniel H. Weinberg.,X,,
i10110070,"Cambridge, Mass. : Harvard University Press, 1983.",301 K41,4,,  -  -    ,0674338502 (alk. paper),The future of industrial societies : convergence or continuing diversity? / Clark Kerr.,X,,
i10110471,"New York : Tavistock Publications, 1983.",305.8 R581,6,,  -  -    ,0422781800 : $80.00 (est.),"We the people"" and others : duality and America's treatment of its racial minorities / Benjamin B. Ringer.
i10110744~Cambridge, Harvard university press, 1925.~341 R782M~0~~""  -  -    ",X,,
i10110860,"New York, N.Y. : Times Books, c1983.",338.973 R347,2,,  -  -    ,812910672,The next American frontier / Robert B. Reich.,,,
i10110884,"New York : Random House, c1983.",323.44 B966,2,,  -  -    ,0394514378 : $14.95,The rise of the computer state / David Burnham ; foreword by Walter Cronkite.,X,,
i10110951,"Toronto ; New York : Academic Press, 1983.",551.527 I64,5,,  -  -    ,0123737508 (U.S.);0123737524 (U.S. : pbk.),An introduction to solar radiation / Muhammad Iqbal.,X,,
i10111232,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",338.973 R343,1,,  -  -    ,0137710224;0137710143 (pbk.) : $4.95,Regrowing the American economy.,X,,
i10112133,"Boston, Houghton, 1944.",355.115 W387W,2,,  -  -    ,,When Johnny comes marching home.,,,
i10112170,"Cambridge, Mass. : MIT Press, 1983.",339 C533,2,,  -  -    ,0262030950;0262530457 (pbk.),Macroeconomics after Keynes : a reconsideration of the General theory / Victoria Chick.,X,,
i10112182,"New York : McGraw-Hill, c1983.",659.143 P779,9,,  -  -    ,0070504067 : $29.95,"Television marketing : network, local, and cable / David Poltrack.",X,,
i10112248,"Boston : Beacon Press, c1983.",306.87 S775,10,,  -  -    ,0807041440 : $14.95;0807041459 (pbk.),"The family secret : domestic violence in America / William Stacey, Anson Shupe.",X,,
i10112273,"Garden City, N.Y. : Anchor Press/Doubleday, 1984.",306.85 F271,2,,  -  -    ,0385158459 : $13.95,Childless by choice : choosing childlessness in the eighties / Marian Faux.,X,,
i10112315,"London ; New York : Chapman and Hall, 1983.",519.5 C492S,6,,  -  -    ,0412253402 (pbk.),Statistics for technology : a course in applied statistics / Christopher Chatfield.,ONLY PRATT,,
i10112376,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",519.40285 S559,11,,  -  -    ,0136272088 (pbk.) : $18.95,Numerical methods for the personal computer / Terry E. Shoup.,X,,
i10112510,"Reading, Mass. : Addison-Wesley, c1983.",621.381958 F297,6,,  -  -    ,201115190,The fifth generation : artificial intelligence and Japan's computer challenge to the world / Edward A. Feigenbaum & Pamela McCorduck.,,,
i10112807,"London, Allen & Unwin, 1944.",270.1 K63F,3,,  -  -    ,,"From Jesus to Paul, by Joseph Klausner ... translated from the Hebrew by William F. Stinespring ...",,,
i10112820,"Harmondsworth : Penguin, 1966.",301.44 B751,33,,  -  -    ,140207821,"Elites and society, by T.B. Bottomore.",,,
i10112881,"Tokyo : President Inc. ; New York : distributed by John Wiley, c1983.",332.67 M158,4,,  -  -    ,,"Japan business, obstacles and opportunities : a binational perspective for U.S. decision-makers / prepared by McKinsey & Company for the United States-Japan Trade Study Group.",X,,
i10113125,"Cambridge, Mass. : Harvard University Press, 1965, c1963.",338.972 V542,5,,  -  -    ,,The dilemma of Mexico's development : the roles of the private and public sectors / Raymond Vernon.,,,
i10114014,"New Haven : Ticknor & Fields, 1983.",621.3817 A919,13,,  -  -    ,0899192068 : $19.95;0899191959 (pbk.) : $9.95,State of the art : a photographic history of the integrated circuit / Stan Augarten.,X,,
i10114063,"New York, N.Y. : Facts on File, c1983.",616.072 P473,3,,  -  -    ,871967413,Where does it hurt? : a guide to symptoms and illnesses? / Susan C. Pescar & Christine A. Nelson.,ONLY PRATT,,
i10114075,"Chichester [Sussex] ; New York : Wiley, c1984.",660.281 W527,3,,  -  -    ,0471901830 : $64.80,"Chemical reactor design and operation / K.R. Westerterp, W.P.M. van Swaaij, A.A.C.M. Beenackers.",X,,
i10114099,"New Haven : Yale University Press, c1983.",347.7326 B954,55,,  -  -    ,300029411,The Burger Court : the counter-revolution that wasn't / edited by Vincent Blasi ; foreword by Anthony Lewis.,,,
i10114245,"London ; Boston : Butterworths, 1983.",341.242 P238,1,,  -  -    ,408108398,A political geography of Community Europe / Geoffrey Parker.,X,,
i10114336,"White Plains, N.Y. : Knowledge Industry Publications, c1983.",651.5 T136,25,,  -  -    ,0867290579 : $32.95;0867290587 (pbk.) : $22.95,"Taking control of your office records : a manager's guide / edited by Katherine Aschner ; ill. by Kerry Leimer, cartoons by Fred Birchman.",X,,
i10114439,"London ; Boston : Allen & Unwin, 1983.",341.2 A671,4,,  -  -    ,0043201563;0043201571 (pbk.),International organizations / Clive Archer.,X,,
i10114695,"London ; New York : Chapman and Hall, 1983.",658.478 N842,13,,  -  -    ,412223104,Computer insecurity / Adrian R.D. Norman.,,,
i10114841,"Detroit : Singing Tree Press, 1968.",016.769 B572HU Suppl.,0,,  -  -    ,,"The Bewick collector : a supplement to a descriptive catalogue of the works of Thomas and John Bewick ; consisting of additions to the various divisions of cuts, wood blocks, etc. ... illustrated with a hundred and eighty cuts / by Thomas Hugo, ...the possessor of the collection.",,,
i10114968,"New York : Oxford University Press, 1984.",327.73 S391,21,,  -  -    ,0195033728 : $19.95;0195033736 (college pbk.) : $10.95,American diplomacy in the twentieth century / Robert D. Schulzinger.,X,,
i10114981,"New York : Wiley, c1983.",658.47 B481,16,,  -  -    ,047109367X,How to prevent computer crime : a guide for managers / August Bequai.,X,,
i10115079,"Englewood Cliffs, N.J. : Prentice-Hall, [1984]",658.05 D437,29,,  -  -    ,013822353X,Software interfacing : a user and supplier guide / Claude J. DeRossi and David L. Hopper.,ONLY PRATT,,
i10115183,"New York : J. Wiley, c1982.",530 S558,2,,  -  -    ,0471897857 (pbk.),"Similarities in physics / John N. Shive, Robert L. Weber.",X,,
i10115547,"New York : Harper & Row, c1983.",373.23 B791,3,,  -  -    ,0060151935 : $15.00,High school : a report on secondary education in America / the Carnegie Foundation for the Advancement of Teaching ; Ernest L. Boyer.,X,,
i10115717,"New York : Van Nostrand Reinhold, 1984.",686.068 19 S587,2,,  -  -    ,0442280432 (pbk.) : $10.95,Professional printing estimating / Gerald A. Silver.,X,,
i10115729,"Chichester [West Sussex] ; New York : J. Wiley, c1983.",620.3 L194,22,,  -  -    ,0471901970 (pbk.) : $24.00,"Mechanical vibrations for engineers / Michel Lalanne, Patrick Berthier, Johan der Hagopian ; adapted and translated by Frederick C. Nelson.",X,,
i10115730,"New York : Wiley, c1984.",660.281 U45,11,,  -  -    ,0471082767 : $32.95 (est.),A guide to chemical engineering process design and economics / Gael D. Ulrich.,X,,
i10116035,"New York : Wiley, c1983.",332.63 H662,7,,  -  -    ,0471868515 : $34.95 (est.),Shopping center development and investment / Mary Alice Hines.,X,,
i10116096,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",686.2 S339H3,3,,  -  -    ,0133726800 (pbk.),Handbook of advertising art production / Richard M. Schlemmer.,ONLY PRATT,,
i10116126,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",660.2969 K99,15,,  -  -    ,0131286374 : $35.95,Chemical and process thermodynamics / B.G. Kyle.,ONLY PRATT,,
i10116473,"New York : Simon and Schuster, c1983.",658.4 K16,3,,  -  -    ,671428020,The change masters : innovation for productivity in the American corporation / Rosabeth Moss Kanter.,X,,
i10116527,"Westport, Conn. : AVI Pub. Co., c1983.",664 P578,0,,  -  -    ,0870554182 : $45.00 (est.),"Physical properties of foods / edited by Micha Peleg, Edward B. Bagley.",ONLY PRATT,,
i10117180,"New York : Norton, c1963.",301.431 E68,11,,  -  -    ,,Childhood and society / Erik H. Erikson.,,,
i10117301,"New York : Summit Books, c1983.",363.46 P142,11,,  -  -    ,671431803,"The right to lifers : who they are, how they operate, where they get their money / Connie Paige.",X,,
i10117325,"New York : St. Martin's Press, 1983.",338.9 F893,37,,  -  -    ,0312193688 : $32.50,Democratic economic policy : a theoretical introduction / Bruno S. Frey.,X,,
i10117489,"New York : Oxford University Press, 1984-",306.7 G285,8,,  -  -    ,0195033523 (v. 1) : $25.00,The Bourgeois experience : Victoria to Freud / Peter Gay.,,,
i10117520,"San Francisco, Calif. : ICS Press ; New Brunswick, U.S.A. : Distributed by Transaction Books, c1983.",364.4 C929,8,,  -  -    ,0917616529 : $22.95;0917616510 (pbk.) : $8.95,"Crime and public policy / James Q. Wilson, editor.",X,,
i1011760x,"Reading, Mass. : Addison-Wesley, c1984.",001.6424 G874P2,14,,  -  -    ,201120704,Programming in Pascal / Peter Grogono.,,,
i10117611,"Reading, Mass. : Addison-Wesley, c1984.",001.6424 G874P2,32,,  -  -    ,201120704,Programming in Pascal / Peter Grogono.,,,
i10117787,"[New York] : Institute of Electrical and Electronics Engineers, c1982.",530.812 A512,0,,  -  -    ,,"American National Standard metric practice / sponsor, Standards Coordinating Committee on Quantities and Units of the IEEE Standards Board.",,,
i10117891,"Washington [D.C.] : U.S. G.P.O., 1959.",550.3 W747I,0,,  -  -    ,,"Index to the geologic names of North America / by Druid Wilson, Grace C. Keroher, and Blanche E. Hansen.",,,
i10118068,"New York : Scribner, c1983.",155.2 J23,2,,  -  -    ,0684179385 : $19.95,William James on exceptional mental states : the 1896 Lowell lectures / Eugene Taylor.,X,,
i10118093,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",510.28 S559,3,,  -  -    ,0130414182 : $25.00,Applied numerical methods for the microcomputer / Terry E. Shoup.,X,,
i10118202,"Boston : Boston University Press, 1956.",347.9 V228J,0,,  -  -    ,,"Judges and jurors : their functions, qualifications, and selection / by Arthur T. Vanderbilt.",X,,
i10118366,"Boston : Little, Brown, c1983.",551 Y73,7,,  -  -    ,0316977071 (jacket) 0316977971 : $17.00,The blue planet / Louise B. Young ; with illustrations by Jennifer Dewey.,X,,
i10118421,"New York : Knopf : Distributed by Random House, 1983.",338.0973 M528,2,,  -  -    ,0394518950 : $18.95,Profits without production / Seymour Melman.,X,,
i10118433,"[Albany] : The Commission, [1981]",388.32 N532,1,,  -  -    ,,Rural public transportation : a mobility need long ignored by decision makers : a report / by the New York State Legislative Commission on Critical Transportation Choices.,,,
i10118469,"New York : Van Nostrand Reinhold, 1983, c1973.",686.225 S587M2,7,,  -  -    ,0442281668 (pbk.) : $11.50,Modern graphic arts paste-up / Gerald A. Silver.,X,,
i10118676,"New York : Springer-Verlag, c1983.",231.4 B815,4,,  -  -    ,0387912231;0387908773 (soft),"Superior beings : if they exist, how would we know?: game-theoretic implications of omniscience, omnipotence, immortality, and incomprehensibility / Steven J. Brams.",X,,
i10118950,"Ithaca, N.Y. : ILR Press : New York State School of Industrial and Labor Relations, Cornell University, c1983.",331.4 G618,0,,  -  -    ,0875460992 (pbk.) : $7.50;0875460984 (hard) : $14.00,A dialogue on comparable worth / Michael Evan Gold.,X,,
i10118998,"Innsbruck, Tyrolia [1937]",391 S326,4,,  -  -    ,,"Brauch und tracht in Osterreich, von Hedi Scherer und Josef Friedrich Perkonig, mit einer trachtenkunde von Dr. Josef Ringler.",,,
i10119036,"Cambridge [Eng.] : The University Press, 1950.",513.8 W362I,1,1,  -  -    ,,An introduction to Riemannian geometry and the tensor calculus / by C. E. Weatherburn.,,,
i10119206,"New York, Universe Books [1970, c1969-",599 M439,4,,  -  -    ,$12.50 (v. 1),The life of mammals [by] L. Harrison Matthews.,,,
i10119218,"New York, Universe Books [1970, c1969-",599 M439,5,1,  -  -    ,$12.50 (v. 1),The life of mammals [by] L. Harrison Matthews.,,,
i10119243,"New York : Wiley, c1983.",531 R222,5,2,  -  -    ,471873985,Dynamics / S. Neil Rasband.,,,
i10119279,"South Bend, Ind. : And Books, c1982.",690 H816,5,,  -  -    ,0897081064 (pbk.) 0987081064 (cover) : $7.95,The sky is falling! : why buildings fail / Marvin Hornstein.,ONLY PRATT,,
i10119292,"South Bend, Ind. : And Books, c1982.",690 H816,,,  -  -    ,0897081064 (pbk.) 0987081064 (cover) : $7.95,The sky is falling! : why buildings fail / Marvin Hornstein.,ONLY PRATT,,
i10119334,"Chichester : E. Horwood ; New York : Halsted Press, 1983.",410.184 W688A,3,,  -  -    ,0853126216 : L.18.50;0470274603 (Halsted Press),Automatic natural language parsing / edited by Karen Sparck Jones and Yorick Wilks.,X,,
i10119413,"New York : Universe Books, 1983.",081 A784,1,,  -  -    ,0876634269;9780876634264;0876634285;9780876634288;0876634285,"Art, science, and human progress : the Richard Bradford Trust lectures given between 1975 and 1978 under the auspices of the Royal Institution / edited by R.B. McConnell.",X,,
i10119486,"New York : Norton, c1983.",301.412 F899F2,18,,  -  -    ,0393017753 : $17.50,The feminine mystique / by Betty Friedan.,X,,
i10119620,"New York, N.Y. : Times Books, c1983.",557 R315,13,,  -  -    ,812910796,The making of a continent / text and photographs by Ron Redfern ; color illustrations by Gary Hincks ; designed by Betty Binns.,,,
i10119632,"New York, N.Y. : Times Books, c1983.",557 R315,1,,  -  -    ,812910796,The making of a continent / text and photographs by Ron Redfern ; color illustrations by Gary Hincks ; designed by Betty Binns.,,,
i10119656,"New York : Columbia University Press, 1983.",338.47686 M953,18,,  -  -    ,0231051662 (jacket : alk. paper) 0231052662;0231051670 (pbk.),From graven images : patterns of modern materialism / Chandra Mukerji.,X,,
i1011967x,"New York : Viking Press, 1984.",305.568 C753,4,,  -  -    ,670603198,Rolling nowhere / Ted Conover ; [map by Paul J. Pugliese].,,,
i10119681,"New York : Van Nostrand Reinhold, c1984.",658.054 K19,4,,  -  -    ,442247532,"Management support systems / Harry Katzan, Jr.",X,,
i10119929,"Boston : Beacon Press, c1984.",370.193 D999,0,,  -  -    ,0807031003 : $16.95,"The lecherous professor : sexual harassment on campus / Billie Wright Dziech, Linda Weiner.",X,,
i10120191,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",660.281 S831,19,,  -  -    ,131286293,Chemical process control : an introduction to theory and practice / George Stephanopoulos.,X,,
i10120208,"Beverly Hills, Calif. : Sage Publications, c1983.",370.285 P746,11,,  -  -    ,803919921,"Education in the computer age : issues of policy, practice, and reform / Stanley Pogrow ; foreword by Michael W. Kirst.",X,,
i10120221,"New York : McGraw-Hill, c1984.",006.6 F791,4,,  -  -    ,70217424,Computer animation primer / David Fox and Mitchell Waite.,X,,
i10120233,"New York : McGraw-Hill, c1984.",006.6 F791,20,,  -  -    ,70217424,Computer animation primer / David Fox and Mitchell Waite.,X,,
i10120245,"New York : McGraw-Hill, c1984.",006.6 F791,24,,  -  -    ,70217424,Computer animation primer / David Fox and Mitchell Waite.,X,,
i10120269,"New York : McGraw-Hill, c1984.",006.6 F791,26,,  -  -    ,70217424,Computer animation primer / David Fox and Mitchell Waite.,X,,
i10120865,"London : M[acmillan] ; [Great Neck, NY : Distributed exclusively by Scholium International], 1982.",624 T288,8,,  -  -    ,0333285107 (pbk.);0333285093 (hard),Civil engineering systems / Andrew B. Templeman.,ONLY PRATT,,
i10120919,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",670.285 G876,13,,  -  -    ,131101307,"CAD/CAM : computer-aided design and manufacturing / Mikell P. Groover, Emory W. Zimmers, Jr.",X,,
i10120932,"Englewood Cliffs, N.J. : Prentice-Hall, c1984.",658.403 K16,8,,  -  -    ,135495431,Management information systems / Jerome Kanter.,,,
i10121055,"New York : Wiley, c1984.",621.042 J54,4,,  -  -    ,0471086045 : $33.50 (est.),"Fundamentals of energy storage / Johannes Jensen, Bent Sorensen.",X,,
i10121079,"New York : McGraw-Hill, c1984.",690.869 C953,27,,  -  -    ,70147698,Practical passive solar design : a guide to homebuilding and land development / John S. Crowley and L. Zaurie Zimmerman.,X,,
i10121080,"Lexington, Mass. : Lexington Books, c1984.",368.4 C764,0,,  -  -    ,669069183,Controlling the cost of social security / edited by Colin D. Campbell.,X,,
i10121092,"New York, NY : American Council for the Arts, c1983.",384.5547 B393,3,,  -  -    ,0915400340 (pbk.) : $14.95,Cultivating the wasteland : can cable put the vision back in TV? / by Kirsten Beck.,X,,
